threshold,pr_auc,roc_auc,recall,precision,f1,accuracy,tn,fp,fn,tp,experiment_type,ensemble_name,member_key,feature_config,model_name,prep_kind,n_members,n_columns,fit_seconds,status,error,split,threshold_strategy
0.2353738397359848,0.2691440110263621,0.7026960220866812,0.5300730747611018,0.23186624047209245,0.3226137529934998,0.7372437130913675,10168,3124,836,943,history_heterogeneous_member,,XGBoost_depth3_spw025,history_heterogeneous_indicator_cat_interactions,XGBoost_depth3_spw025,native,1,199,3.663164916099049,ok,,validation,best_f1
0.14746350049972534,0.2691440110263621,0.7026960220866812,0.8111298482293423,0.16517857142857142,0.2744650499286733,0.4937960321146573,5999,7293,336,1443,history_heterogeneous_member,,XGBoost_depth3_spw025,history_heterogeneous_indicator_cat_interactions,XGBoost_depth3_spw025,native,1,199,3.663164916099049,ok,,validation,best_f2
0.05945156514644623,0.2691440110263621,0.7026960220866812,0.9938167509836987,0.12000271499355189,0.21414728682170542,0.13900869219029924,327,12965,11,1768,history_heterogeneous_member,,XGBoost_depth3_spw025,history_heterogeneous_indicator_cat_interactions,XGBoost_depth3_spw025,native,1,199,3.663164916099049,ok,,validation,max_recall_precision_ge_0.12
0.12402646243572235,0.2691440110263621,0.7026960220866812,0.8712759977515458,0.15000483886576987,0.2559445178335535,0.4020303894897485,4509,8783,229,1550,history_heterogeneous_member,,XGBoost_depth3_spw025,history_heterogeneous_indicator_cat_interactions,XGBoost_depth3_spw025,native,1,199,3.663164916099049,ok,,validation,max_recall_precision_ge_0.15
0.19991810619831085,0.2691440110263621,0.7026960220866812,0.6363125351320967,0.2,0.3043419814491195,0.6566253068807644,8764,4528,647,1132,history_heterogeneous_member,,XGBoost_depth3_spw025,history_heterogeneous_indicator_cat_interactions,XGBoost_depth3_spw025,native,1,199,3.663164916099049,ok,,validation,max_recall_precision_ge_0.20
0.5,0.22601908453622022,0.6763182727565423,0.072782874617737,0.4033898305084746,0.12331606217616581,0.8858915565147019,13017,176,1516,119,history_heterogeneous_member,,XGBoost_depth3_spw025,history_heterogeneous_indicator_cat_interactions,XGBoost_depth3_spw025,native,1,199,3.663164916099049,ok,,test,default_0.5
0.22761744260787964,0.22601908453622022,0.6763182727565423,0.4960244648318043,0.1971317452600875,0.28213602365628804,0.7216752090639331,9890,3303,824,811,history_heterogeneous_member,,XGBoost_depth3_spw025,history_heterogeneous_indicator_cat_interactions,XGBoost_depth3_spw025,native,1,199,3.663164916099049,ok,,test,best_f1
0.1475643813610077,0.22601908453622022,0.6763182727565423,0.7718654434250765,0.15144605784231369,0.2532102728731942,0.4979768006474238,6122,7071,373,1262,history_heterogeneous_member,,XGBoost_depth3_spw025,history_heterogeneous_indicator_cat_interactions,XGBoost_depth3_spw025,native,1,199,3.663164916099049,ok,,test,best_f2
0.08744315057992935,0.22601908453622022,0.6763182727565423,0.9565749235474006,0.12000306913220286,0.21325334060539952,0.2217426490423523,1724,11469,71,1564,history_heterogeneous_member,,XGBoost_depth3_spw025,history_heterogeneous_indicator_cat_interactions,XGBoost_depth3_spw025,native,1,199,3.663164916099049,ok,,test,max_recall_precision_ge_0.12
0.14507414400577545,0.22601908453622022,0.6763182727565423,0.7792048929663609,0.15000588720122454,0.25157977883096366,0.48880496358241166,5974,7219,361,1274,history_heterogeneous_member,,XGBoost_depth3_spw025,history_heterogeneous_indicator_cat_interactions,XGBoost_depth3_spw025,native,1,199,3.663164916099049,ok,,test,max_recall_precision_ge_0.15
0.23488710820674896,0.22601908453622022,0.6763182727565423,0.4740061162079511,0.2,0.2813067150635209,0.7329376854599406,10093,3100,860,775,history_heterogeneous_member,,XGBoost_depth3_spw025,history_heterogeneous_indicator_cat_interactions,XGBoost_depth3_spw025,native,1,199,3.663164916099049,ok,,test,max_recall_precision_ge_0.20
0.5,0.25231899274513825,0.6934080810715579,0.4620573355817875,0.23012318029115342,0.3072322930293403,0.7540309203105302,10542,2750,957,822,history_heterogeneous_member,,ExtraTrees_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,ExtraTrees_ordinal_balanced,ordinal,1,199,6.052883583004586,ok,,validation,default_0.5
0.5211745673006242,0.25231899274513825,0.6934080810715579,0.40753232152894886,0.25492264416315047,0.3136491455764655,0.789463207484573,11173,2119,1054,725,history_heterogeneous_member,,ExtraTrees_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,ExtraTrees_ordinal_balanced,ordinal,1,199,6.052883583004586,ok,,validation,best_f1
0.3952950694399892,0.25231899274513825,0.6934080810715579,0.7346824058459809,0.17562483203439935,0.2834833532154864,0.5616083869683498,7157,6135,472,1307,history_heterogeneous_member,,ExtraTrees_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,ExtraTrees_ordinal_balanced,ordinal,1,199,6.052883583004586,ok,,validation,best_f2
0.16945206867600676,0.25231899274513825,0.6934080810715579,0.9971894322653176,0.12000270581072854,0.214225335104456,0.13648729347753966,283,13009,5,1774,history_heterogeneous_member,,ExtraTrees_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,ExtraTrees_ordinal_balanced,ordinal,1,199,6.052883583004586,ok,,validation,max_recall_precision_ge_0.12
0.32587563092105604,0.25231899274513825,0.6934080810715579,0.8566610455311973,0.15,0.25529776363179496,0.41005905381195673,4656,8636,255,1524,history_heterogeneous_member,,ExtraTrees_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,ExtraTrees_ordinal_balanced,ordinal,1,199,6.052883583004586,ok,,validation,max_recall_precision_ge_0.15
0.448181864843015,0.25231899274513825,0.6934080810715579,0.6228218100056211,0.2,0.30277360295122285,0.6614026939154668,8860,4432,671,1108,history_heterogeneous_member,,ExtraTrees_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,ExtraTrees_ordinal_balanced,ordinal,1,199,6.052883583004586,ok,,validation,max_recall_precision_ge_0.20
0.5,0.20724205547457775,0.673315823352714,0.41712538226299695,0.2023138534559478,0.2724730323611666,0.7543835985972485,10504,2689,953,682,history_heterogeneous_member,,ExtraTrees_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,ExtraTrees_ordinal_balanced,ordinal,1,199,6.052883583004586,ok,,test,default_0.5
0.4823998848203555,0.20724205547457775,0.673315823352714,0.47522935779816516,0.19517709118311982,0.2767094017094017,0.7260588076611816,9989,3204,858,777,history_heterogeneous_member,,ExtraTrees_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,ExtraTrees_ordinal_balanced,ordinal,1,199,6.052883583004586,ok,,test,best_f1
0.3928285233338132,0.20724205547457775,0.673315823352714,0.7155963302752294,0.1627260083449235,0.2651558073654391,0.5626517399514432,7173,6020,465,1170,history_heterogeneous_member,,ExtraTrees_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,ExtraTrees_ordinal_balanced,ordinal,1,199,6.052883583004586,ok,,test,best_f2
0.2454114136807758,0.20724205547457775,0.673315823352714,0.9577981651376147,0.12,0.21327885597548518,0.2208659293229026,1709,11484,69,1566,history_heterogeneous_member,,ExtraTrees_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,ExtraTrees_ordinal_balanced,ordinal,1,199,6.052883583004586,ok,,test,max_recall_precision_ge_0.12
0.3576676295921996,0.20724205547457775,0.673315823352714,0.7773700305810397,0.15000590109760414,0.2514839730906213,0.48974912328028053,5991,7202,364,1271,history_heterogeneous_member,,ExtraTrees_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,ExtraTrees_ordinal_balanced,ordinal,1,199,6.052883583004586,ok,,test,max_recall_precision_ge_0.15
0.4982536258060393,0.20724205547457775,0.673315823352714,0.41834862385321103,0.2,0.27062314540059346,0.7513487995683842,10457,2736,951,684,history_heterogeneous_member,,ExtraTrees_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,ExtraTrees_ordinal_balanced,ordinal,1,199,6.052883583004586,ok,,test,max_recall_precision_ge_0.20
0.5,0.254535231630287,0.6989122857587019,0.41034288926363127,0.25997150997151,0.31829082188794416,0.7925154269789663,11214,2078,1049,730,history_heterogeneous_member,,RandomForest_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,RandomForest_ordinal_balanced,ordinal,1,199,4.813905957969837,ok,,validation,default_0.5
0.47626606063615856,0.254535231630287,0.6989122857587019,0.49128724002248453,0.2410369553226696,0.32340425531914896,0.7573485501957402,10540,2752,905,874,history_heterogeneous_member,,RandomForest_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,RandomForest_ordinal_balanced,ordinal,1,199,4.813905957969837,ok,,validation,best_f1
0.3815886550269254,0.254535231630287,0.6989122857587019,0.7307476110174255,0.1783754116355653,0.28675416344987315,0.5708977506469378,7304,5988,479,1300,history_heterogeneous_member,,RandomForest_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,RandomForest_ordinal_balanced,ordinal,1,199,4.813905957969837,ok,,validation,best_f2
0.15809786764391257,0.254535231630287,0.6989122857587019,0.9960652051714446,0.12000541785182176,0.21420368691447567,0.13734987724769424,298,12994,7,1772,history_heterogeneous_member,,RandomForest_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,RandomForest_ordinal_balanced,ordinal,1,199,4.813905957969837,ok,,validation,max_recall_precision_ge_0.12
0.30984332838181067,0.254535231630287,0.6989122857587019,0.8684654300168634,0.15,0.25581587879791373,0.40355649923694514,4537,8755,234,1545,history_heterogeneous_member,,RandomForest_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,RandomForest_ordinal_balanced,ordinal,1,199,4.813905957969837,ok,,validation,max_recall_precision_ge_0.15
0.428094908636182,0.254535231630287,0.6989122857587019,0.6143901068015739,0.2,0.3017669795692987,0.6643885608121558,8920,4372,686,1093,history_heterogeneous_member,,RandomForest_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,RandomForest_ordinal_balanced,ordinal,1,199,4.813905957969837,ok,,validation,max_recall_precision_ge_0.20
0.5,0.20954872907448768,0.6775884069742295,0.3565749235474006,0.21835205992509363,0.2708478513356562,0.7883059077421095,11106,2087,1052,583,history_heterogeneous_member,,RandomForest_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,RandomForest_ordinal_balanced,ordinal,1,199,4.813905957969837,ok,,test,default_0.5
0.42583247499111876,0.20954872907448768,0.6775884069742295,0.5871559633027523,0.18397853583748563,0.2801692689333139,0.6673185864580523,8935,4258,675,960,history_heterogeneous_member,,RandomForest_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,RandomForest_ordinal_balanced,ordinal,1,199,4.813905957969837,ok,,test,best_f1
0.3776500982226051,0.20954872907448768,0.6775884069742295,0.7186544342507645,0.16544635313996056,0.26897104269199956,0.5692608578365255,7266,5927,460,1175,history_heterogeneous_member,,RandomForest_ordinal_balanced,history_heterogeneous_indicator_cat_interactions,RandomForest_ordinal_balanced,ordinal,1,199,4.813905957969837,ok,,test,best_f2
