experiment_type,ensemble_name,member_key,feature_config,model_name,row_order_seed,model_seed,random_strength,l2_leaf_reg,n_members,train_subset_rows,n_columns,fit_seconds,best_iteration,split,threshold_strategy,top_fraction,n_flagged,positives_captured,precision_at_k,recall_at_k,base_rate,lift
history_catboost_order_sensitivity_member,,OrderCat_row202_model131,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model131,202,131,1.0,10.0,1,69444.0,199,60.199013166944496,1160.0,test,ranking,0.2,2966,655,0.2208361429534727,0.40061162079510704,0.1102643647154033,2.002787968020852
history_catboost_order_sensitivity_member,,OrderCat_row202_model313,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model313,202,313,1.0,10.0,1,69444.0,199,69.34743550000712,1442.0,test,ranking,0.01,149,78,0.5234899328859061,0.047706422018348627,0.1102643647154033,4.747589434148144
history_catboost_order_sensitivity_member,,OrderCat_row202_model313,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model313,202,313,1.0,10.0,1,69444.0,199,69.34743550000712,1442.0,test,ranking,0.05,742,251,0.33827493261455527,0.15351681957186544,0.1102643647154033,3.067853639638303
history_catboost_order_sensitivity_member,,OrderCat_row202_model313,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model313,202,313,1.0,10.0,1,69444.0,199,69.34743550000712,1442.0,test,ranking,0.1,1483,410,0.27646662171274444,0.25076452599388377,0.1102643647154033,2.507307074468853
history_catboost_order_sensitivity_member,,OrderCat_row202_model313,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model313,202,313,1.0,10.0,1,69444.0,199,69.34743550000712,1442.0,test,ranking,0.2,2966,654,0.22049898853674982,0.4,0.1102643647154033,1.9997302764666216
history_catboost_order_sensitivity_member,,OrderCat_row202_model404,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model404,202,404,1.0,10.0,1,69444.0,199,50.22626337502152,962.0,test,ranking,0.01,149,78,0.5234899328859061,0.047706422018348627,0.1102643647154033,4.747589434148144
history_catboost_order_sensitivity_member,,OrderCat_row202_model404,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model404,202,404,1.0,10.0,1,69444.0,199,50.22626337502152,962.0,test,ranking,0.05,742,250,0.33692722371967654,0.1529051987767584,0.1102643647154033,3.0556311151775923
history_catboost_order_sensitivity_member,,OrderCat_row202_model404,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model404,202,404,1.0,10.0,1,69444.0,199,50.22626337502152,962.0,test,ranking,0.1,1483,414,0.2791638570465273,0.25321100917431194,0.1102643647154033,2.5317686069026952
history_catboost_order_sensitivity_member,,OrderCat_row202_model404,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model404,202,404,1.0,10.0,1,69444.0,199,50.22626337502152,962.0,test,ranking,0.2,2966,653,0.22016183412002696,0.39938837920489295,0.1102643647154033,1.9966725849123912
history_catboost_order_sensitivity_member,,OrderCat_row202_model515,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model515,202,515,1.0,10.0,1,69444.0,199,69.70410724997055,1498.0,test,ranking,0.01,149,79,0.5302013422818792,0.048318042813455656,0.1102643647154033,4.808455965355171
history_catboost_order_sensitivity_member,,OrderCat_row202_model515,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model515,202,515,1.0,10.0,1,69444.0,199,69.70410724997055,1498.0,test,ranking,0.05,742,254,0.3423180592991914,0.15535168195718654,0.1102643647154033,3.1045212130204343
history_catboost_order_sensitivity_member,,OrderCat_row202_model515,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model515,202,515,1.0,10.0,1,69444.0,199,69.70410724997055,1498.0,test,ranking,0.1,1483,404,0.2724207687120701,0.2470948012232416,0.1102643647154033,2.4706147758180887
history_catboost_order_sensitivity_member,,OrderCat_row202_model515,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model515,202,515,1.0,10.0,1,69444.0,199,69.70410724997055,1498.0,test,ranking,0.2,2966,659,0.22218476062036413,0.40305810397553515,0.1102643647154033,2.0150187342377732
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_rs0.5,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_rs0.5,202,202,0.5,10.0,1,69444.0,199,70.04795583407395,1431.0,test,ranking,0.01,149,82,0.5503355704697986,0.05015290519877676,0.1102643647154033,4.991055558976253
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_rs0.5,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_rs0.5,202,202,0.5,10.0,1,69444.0,199,70.04795583407395,1431.0,test,ranking,0.05,742,251,0.33827493261455527,0.15351681957186544,0.1102643647154033,3.067853639638303
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_rs0.5,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_rs0.5,202,202,0.5,10.0,1,69444.0,199,70.04795583407395,1431.0,test,ranking,0.1,1483,418,0.2818610923803102,0.25565749235474006,0.1102643647154033,2.556230139336538
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_rs0.5,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_rs0.5,202,202,0.5,10.0,1,69444.0,199,70.04795583407395,1431.0,test,ranking,0.2,2966,662,0.2231962238705327,0.40489296636085625,0.1102643647154033,2.024191808900464
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_rs1.5,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_rs1.5,202,202,1.5,10.0,1,69444.0,199,74.65263283404056,1495.0,test,ranking,0.01,149,78,0.5234899328859061,0.047706422018348627,0.1102643647154033,4.747589434148144
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_rs1.5,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_rs1.5,202,202,1.5,10.0,1,69444.0,199,74.65263283404056,1495.0,test,ranking,0.05,742,248,0.33423180592991913,0.15168195718654434,0.1102643647154033,3.0311860662561716
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_rs1.5,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_rs1.5,202,202,1.5,10.0,1,69444.0,199,74.65263283404056,1495.0,test,ranking,0.1,1483,412,0.27781523937963587,0.25198776758409785,0.1102643647154033,2.519537840685774
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_rs1.5,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_rs1.5,202,202,1.5,10.0,1,69444.0,199,74.65263283404056,1495.0,test,ranking,0.2,2966,664,0.22387053270397841,0.40611620795107034,0.1102643647154033,2.030307192008925
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_rs2,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_rs2,202,202,2.0,10.0,1,69444.0,199,71.4774319579592,1499.0,test,ranking,0.01,149,79,0.5302013422818792,0.048318042813455656,0.1102643647154033,4.808455965355171
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_rs2,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_rs2,202,202,2.0,10.0,1,69444.0,199,71.4774319579592,1499.0,test,ranking,0.05,742,244,0.3288409703504043,0.1492354740061162,0.1102643647154033,2.9822959684133306
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_rs2,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_rs2,202,202,2.0,10.0,1,69444.0,199,71.4774319579592,1499.0,test,ranking,0.1,1483,414,0.2791638570465273,0.25321100917431194,0.1102643647154033,2.5317686069026952
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_rs2,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_rs2,202,202,2.0,10.0,1,69444.0,199,71.4774319579592,1499.0,test,ranking,0.2,2966,666,0.22454484153742413,0.4073394495412844,0.1102643647154033,2.0364225751173852
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_rs3,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_rs3,202,202,3.0,10.0,1,69444.0,199,68.14225749997422,1499.0,test,ranking,0.01,149,78,0.5234899328859061,0.047706422018348627,0.1102643647154033,4.747589434148144
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_rs3,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_rs3,202,202,3.0,10.0,1,69444.0,199,68.14225749997422,1499.0,test,ranking,0.05,742,249,0.33557951482479786,0.15229357798165138,0.1102643647154033,3.0434085907168824
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_rs3,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_rs3,202,202,3.0,10.0,1,69444.0,199,68.14225749997422,1499.0,test,ranking,0.1,1483,403,0.2717464598786244,0.24648318042813455,0.1102643647154033,2.4644993927096284
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_rs3,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_rs3,202,202,3.0,10.0,1,69444.0,199,68.14225749997422,1499.0,test,ranking,0.2,2966,662,0.2231962238705327,0.40489296636085625,0.1102643647154033,2.024191808900464
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_l25,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_l25,202,202,1.0,5.0,1,69444.0,199,72.95982870901935,1441.0,test,ranking,0.01,149,79,0.5302013422818792,0.048318042813455656,0.1102643647154033,4.808455965355171
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_l25,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_l25,202,202,1.0,5.0,1,69444.0,199,72.95982870901935,1441.0,test,ranking,0.05,742,252,0.33962264150943394,0.15412844036697249,0.1102643647154033,3.080076164099013
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_l25,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_l25,202,202,1.0,5.0,1,69444.0,199,72.95982870901935,1441.0,test,ranking,0.1,1483,410,0.27646662171274444,0.25076452599388377,0.1102643647154033,2.507307074468853
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_l25,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_l25,202,202,1.0,5.0,1,69444.0,199,72.95982870901935,1441.0,test,ranking,0.2,2966,662,0.2231962238705327,0.40489296636085625,0.1102643647154033,2.024191808900464
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_l215,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_l215,202,202,1.0,15.0,1,69444.0,199,63.367036874988116,1217.0,test,ranking,0.01,149,78,0.5234899328859061,0.047706422018348627,0.1102643647154033,4.747589434148144
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_l215,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_l215,202,202,1.0,15.0,1,69444.0,199,63.367036874988116,1217.0,test,ranking,0.05,742,247,0.3328840970350404,0.1510703363914373,0.1102643647154033,3.0189635417954612
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_l215,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_l215,202,202,1.0,15.0,1,69444.0,199,63.367036874988116,1217.0,test,ranking,0.1,1483,410,0.27646662171274444,0.25076452599388377,0.1102643647154033,2.507307074468853
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_l215,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_l215,202,202,1.0,15.0,1,69444.0,199,63.367036874988116,1217.0,test,ranking,0.2,2966,653,0.22016183412002696,0.39938837920489295,0.1102643647154033,1.9966725849123912
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_l220,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_l220,202,202,1.0,20.0,1,69444.0,199,69.84220766695216,1498.0,test,ranking,0.01,149,79,0.5302013422818792,0.048318042813455656,0.1102643647154033,4.808455965355171
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_l220,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_l220,202,202,1.0,20.0,1,69444.0,199,69.84220766695216,1498.0,test,ranking,0.05,742,252,0.33962264150943394,0.15412844036697249,0.1102643647154033,3.080076164099013
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_l220,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_l220,202,202,1.0,20.0,1,69444.0,199,69.84220766695216,1498.0,test,ranking,0.1,1483,408,0.275118004045853,0.24954128440366974,0.1102643647154033,2.4950763082519316
history_catboost_order_sensitivity_member,,OrderCat_row202_model202_l220,history_order_sensitivity_indicator_cat_interactions,OrderCat_row202_model202_l220,202,202,1.0,20.0,1,69444.0,199,69.84220766695216,1498.0,test,ranking,0.2,2966,660,0.222521915037087,0.4036697247706422,0.1102643647154033,2.0180764257920036
history_catboost_order_sensitivity_ensemble,score_average_top3_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515,history_order_sensitivity_indicator_cat_interactions,score_average_top3_validation_members,-1,-1,,,3,,199,0.0,,test,ranking,0.01,149,82,0.5503355704697986,0.05015290519877676,0.1102643647154033,4.991055558976253
history_catboost_order_sensitivity_ensemble,score_average_top3_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515,history_order_sensitivity_indicator_cat_interactions,score_average_top3_validation_members,-1,-1,,,3,,199,0.0,,test,ranking,0.05,742,256,0.3450134770889488,0.1565749235474006,0.1102643647154033,3.128966261941855
history_catboost_order_sensitivity_ensemble,score_average_top3_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515,history_order_sensitivity_indicator_cat_interactions,score_average_top3_validation_members,-1,-1,,,3,,199,0.0,,test,ranking,0.1,1483,413,0.2784895482130816,0.25259938837920487,0.1102643647154033,2.5256532237942344
history_catboost_order_sensitivity_ensemble,score_average_top3_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515,history_order_sensitivity_indicator_cat_interactions,score_average_top3_validation_members,-1,-1,,,3,,199,0.0,,test,ranking,0.2,2966,659,0.22218476062036413,0.40305810397553515,0.1102643647154033,2.0150187342377732
history_catboost_order_sensitivity_ensemble,rank_average_top3_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515,history_order_sensitivity_indicator_cat_interactions,rank_average_top3_validation_members,-1,-1,,,3,,199,0.0,,test,ranking,0.01,149,82,0.5503355704697986,0.05015290519877676,0.1102643647154033,4.991055558976253
history_catboost_order_sensitivity_ensemble,rank_average_top3_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515,history_order_sensitivity_indicator_cat_interactions,rank_average_top3_validation_members,-1,-1,,,3,,199,0.0,,test,ranking,0.05,742,257,0.3463611859838275,0.15718654434250764,0.1102643647154033,3.141188786402565
history_catboost_order_sensitivity_ensemble,rank_average_top3_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515,history_order_sensitivity_indicator_cat_interactions,rank_average_top3_validation_members,-1,-1,,,3,,199,0.0,,test,ranking,0.1,1483,411,0.27714093054619016,0.25137614678899084,0.1102643647154033,2.5134224575773136
history_catboost_order_sensitivity_ensemble,rank_average_top3_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515,history_order_sensitivity_indicator_cat_interactions,rank_average_top3_validation_members,-1,-1,,,3,,199,0.0,,test,ranking,0.2,2966,661,0.22285906945380984,0.40428134556574924,0.1102643647154033,2.0211341173462336
history_catboost_order_sensitivity_ensemble,val_pr_weighted_top3_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515,history_order_sensitivity_indicator_cat_interactions,val_pr_weighted_top3_validation_members,-1,-1,,,3,,199,0.0,,test,ranking,0.01,149,82,0.5503355704697986,0.05015290519877676,0.1102643647154033,4.991055558976253
history_catboost_order_sensitivity_ensemble,val_pr_weighted_top3_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515,history_order_sensitivity_indicator_cat_interactions,val_pr_weighted_top3_validation_members,-1,-1,,,3,,199,0.0,,test,ranking,0.05,742,256,0.3450134770889488,0.1565749235474006,0.1102643647154033,3.128966261941855
history_catboost_order_sensitivity_ensemble,val_pr_weighted_top3_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515,history_order_sensitivity_indicator_cat_interactions,val_pr_weighted_top3_validation_members,-1,-1,,,3,,199,0.0,,test,ranking,0.1,1483,413,0.2784895482130816,0.25259938837920487,0.1102643647154033,2.5256532237942344
history_catboost_order_sensitivity_ensemble,val_pr_weighted_top3_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515,history_order_sensitivity_indicator_cat_interactions,val_pr_weighted_top3_validation_members,-1,-1,,,3,,199,0.0,,test,ranking,0.2,2966,659,0.22218476062036413,0.40305810397553515,0.1102643647154033,2.0150187342377732
history_catboost_order_sensitivity_ensemble,score_average_top5_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25,history_order_sensitivity_indicator_cat_interactions,score_average_top5_validation_members,-1,-1,,,5,,199,0.0,,test,ranking,0.01,149,79,0.5302013422818792,0.048318042813455656,0.1102643647154033,4.808455965355171
history_catboost_order_sensitivity_ensemble,score_average_top5_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25,history_order_sensitivity_indicator_cat_interactions,score_average_top5_validation_members,-1,-1,,,5,,199,0.0,,test,ranking,0.05,742,253,0.34097035040431267,0.1547400611620795,0.1102643647154033,3.0922986885597235
history_catboost_order_sensitivity_ensemble,score_average_top5_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25,history_order_sensitivity_indicator_cat_interactions,score_average_top5_validation_members,-1,-1,,,5,,199,0.0,,test,ranking,0.1,1483,412,0.27781523937963587,0.25198776758409785,0.1102643647154033,2.519537840685774
history_catboost_order_sensitivity_ensemble,score_average_top5_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25,history_order_sensitivity_indicator_cat_interactions,score_average_top5_validation_members,-1,-1,,,5,,199,0.0,,test,ranking,0.2,2966,660,0.222521915037087,0.4036697247706422,0.1102643647154033,2.0180764257920036
history_catboost_order_sensitivity_ensemble,rank_average_top5_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25,history_order_sensitivity_indicator_cat_interactions,rank_average_top5_validation_members,-1,-1,,,5,,199,0.0,,test,ranking,0.01,149,79,0.5302013422818792,0.048318042813455656,0.1102643647154033,4.808455965355171
history_catboost_order_sensitivity_ensemble,rank_average_top5_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25,history_order_sensitivity_indicator_cat_interactions,rank_average_top5_validation_members,-1,-1,,,5,,199,0.0,,test,ranking,0.05,742,253,0.34097035040431267,0.1547400611620795,0.1102643647154033,3.0922986885597235
history_catboost_order_sensitivity_ensemble,rank_average_top5_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25,history_order_sensitivity_indicator_cat_interactions,rank_average_top5_validation_members,-1,-1,,,5,,199,0.0,,test,ranking,0.1,1483,413,0.2784895482130816,0.25259938837920487,0.1102643647154033,2.5256532237942344
history_catboost_order_sensitivity_ensemble,rank_average_top5_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25,history_order_sensitivity_indicator_cat_interactions,rank_average_top5_validation_members,-1,-1,,,5,,199,0.0,,test,ranking,0.2,2966,659,0.22218476062036413,0.40305810397553515,0.1102643647154033,2.0150187342377732
history_catboost_order_sensitivity_ensemble,val_pr_weighted_top5_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25,history_order_sensitivity_indicator_cat_interactions,val_pr_weighted_top5_validation_members,-1,-1,,,5,,199,0.0,,test,ranking,0.01,149,79,0.5302013422818792,0.048318042813455656,0.1102643647154033,4.808455965355171
history_catboost_order_sensitivity_ensemble,val_pr_weighted_top5_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25,history_order_sensitivity_indicator_cat_interactions,val_pr_weighted_top5_validation_members,-1,-1,,,5,,199,0.0,,test,ranking,0.05,742,253,0.34097035040431267,0.1547400611620795,0.1102643647154033,3.0922986885597235
history_catboost_order_sensitivity_ensemble,val_pr_weighted_top5_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25,history_order_sensitivity_indicator_cat_interactions,val_pr_weighted_top5_validation_members,-1,-1,,,5,,199,0.0,,test,ranking,0.1,1483,412,0.27781523937963587,0.25198776758409785,0.1102643647154033,2.519537840685774
history_catboost_order_sensitivity_ensemble,val_pr_weighted_top5_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25,history_order_sensitivity_indicator_cat_interactions,val_pr_weighted_top5_validation_members,-1,-1,,,5,,199,0.0,,test,ranking,0.2,2966,660,0.222521915037087,0.4036697247706422,0.1102643647154033,2.0180764257920036
history_catboost_order_sensitivity_ensemble,score_average_top8_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25|OrderCat_same_seed_181|OrderCat_row202_model313|OrderCat_same_seed_17,history_order_sensitivity_indicator_cat_interactions,score_average_top8_validation_members,-1,-1,,,8,,199,0.0,,test,ranking,0.01,149,79,0.5302013422818792,0.048318042813455656,0.1102643647154033,4.808455965355171
history_catboost_order_sensitivity_ensemble,score_average_top8_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25|OrderCat_same_seed_181|OrderCat_row202_model313|OrderCat_same_seed_17,history_order_sensitivity_indicator_cat_interactions,score_average_top8_validation_members,-1,-1,,,8,,199,0.0,,test,ranking,0.05,742,252,0.33962264150943394,0.15412844036697249,0.1102643647154033,3.080076164099013
history_catboost_order_sensitivity_ensemble,score_average_top8_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25|OrderCat_same_seed_181|OrderCat_row202_model313|OrderCat_same_seed_17,history_order_sensitivity_indicator_cat_interactions,score_average_top8_validation_members,-1,-1,,,8,,199,0.0,,test,ranking,0.1,1483,411,0.27714093054619016,0.25137614678899084,0.1102643647154033,2.5134224575773136
history_catboost_order_sensitivity_ensemble,score_average_top8_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25|OrderCat_same_seed_181|OrderCat_row202_model313|OrderCat_same_seed_17,history_order_sensitivity_indicator_cat_interactions,score_average_top8_validation_members,-1,-1,,,8,,199,0.0,,test,ranking,0.2,2966,666,0.22454484153742413,0.4073394495412844,0.1102643647154033,2.0364225751173852
history_catboost_order_sensitivity_ensemble,rank_average_top8_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25|OrderCat_same_seed_181|OrderCat_row202_model313|OrderCat_same_seed_17,history_order_sensitivity_indicator_cat_interactions,rank_average_top8_validation_members,-1,-1,,,8,,199,0.0,,test,ranking,0.01,149,79,0.5302013422818792,0.048318042813455656,0.1102643647154033,4.808455965355171
history_catboost_order_sensitivity_ensemble,rank_average_top8_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25|OrderCat_same_seed_181|OrderCat_row202_model313|OrderCat_same_seed_17,history_order_sensitivity_indicator_cat_interactions,rank_average_top8_validation_members,-1,-1,,,8,,199,0.0,,test,ranking,0.05,742,252,0.33962264150943394,0.15412844036697249,0.1102643647154033,3.080076164099013
history_catboost_order_sensitivity_ensemble,rank_average_top8_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25|OrderCat_same_seed_181|OrderCat_row202_model313|OrderCat_same_seed_17,history_order_sensitivity_indicator_cat_interactions,rank_average_top8_validation_members,-1,-1,,,8,,199,0.0,,test,ranking,0.1,1483,412,0.27781523937963587,0.25198776758409785,0.1102643647154033,2.519537840685774
history_catboost_order_sensitivity_ensemble,rank_average_top8_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25|OrderCat_same_seed_181|OrderCat_row202_model313|OrderCat_same_seed_17,history_order_sensitivity_indicator_cat_interactions,rank_average_top8_validation_members,-1,-1,,,8,,199,0.0,,test,ranking,0.2,2966,665,0.22420768712070127,0.40672782874617736,0.1102643647154033,2.033364883563155
history_catboost_order_sensitivity_ensemble,val_pr_weighted_top8_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25|OrderCat_same_seed_181|OrderCat_row202_model313|OrderCat_same_seed_17,history_order_sensitivity_indicator_cat_interactions,val_pr_weighted_top8_validation_members,-1,-1,,,8,,199,0.0,,test,ranking,0.01,149,79,0.5302013422818792,0.048318042813455656,0.1102643647154033,4.808455965355171
history_catboost_order_sensitivity_ensemble,val_pr_weighted_top8_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25|OrderCat_same_seed_181|OrderCat_row202_model313|OrderCat_same_seed_17,history_order_sensitivity_indicator_cat_interactions,val_pr_weighted_top8_validation_members,-1,-1,,,8,,199,0.0,,test,ranking,0.05,742,252,0.33962264150943394,0.15412844036697249,0.1102643647154033,3.080076164099013
history_catboost_order_sensitivity_ensemble,val_pr_weighted_top8_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25|OrderCat_same_seed_181|OrderCat_row202_model313|OrderCat_same_seed_17,history_order_sensitivity_indicator_cat_interactions,val_pr_weighted_top8_validation_members,-1,-1,,,8,,199,0.0,,test,ranking,0.1,1483,411,0.27714093054619016,0.25137614678899084,0.1102643647154033,2.5134224575773136
history_catboost_order_sensitivity_ensemble,val_pr_weighted_top8_validation_members,OrderCat_row202_model202_rs0.5|OrderCat_same_seed_149|OrderCat_row202_model515|OrderCat_row515_model202|OrderCat_row202_model202_l25|OrderCat_same_seed_181|OrderCat_row202_model313|OrderCat_same_seed_17,history_order_sensitivity_indicator_cat_interactions,val_pr_weighted_top8_validation_members,-1,-1,,,8,,199,0.0,,test,ranking,0.2,2966,666,0.22454484153742413,0.4073394495412844,0.1102643647154033,2.0364225751173852
