threshold,pr_auc,roc_auc,recall,precision,f1,accuracy,tn,fp,fn,tp,experiment_type,feature_config,model_name,seed,depth,learning_rate,l2_leaf_reg,iterations,random_strength,bootstrap_type,n_columns,fit_seconds,best_iteration,split,threshold_strategy
0.15470381462501953,0.2834575026389017,0.7085715718728056,0.4345137717818999,0.2688695652173913,0.33218736570691876,0.793776126335346,11190,2102,1006,773,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed303,303,6,0.02,10.0,1400,1.0,Default,199,65.55131045798771,1398,validation,best_f1
0.09848217635412744,0.2834575026389017,0.7085715718728056,0.7172568858909499,0.18687756297598127,0.2965028465202742,0.5982350209010683,7740,5552,503,1276,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed303,303,6,0.02,10.0,1400,1.0,Default,199,65.55131045798771,1398,validation,best_f2
0.040882165673725046,0.2834575026389017,0.7085715718728056,0.9943788645306352,0.12000542704022793,0.21416464891041162,0.13861057660407405,320,12972,10,1769,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed303,303,6,0.02,10.0,1400,1.0,Default,199,65.55131045798771,1398,validation,max_recall_precision_ge_0.12
0.0710029615444543,0.2834575026389017,0.7085715718728056,0.8695896571107363,0.15000484824978183,0.2558716506781343,0.4029593258576073,4526,8766,232,1547,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed303,303,6,0.02,10.0,1400,1.0,Default,199,65.55131045798771,1398,validation,max_recall_precision_ge_0.15
0.1075440267338845,0.2834575026389017,0.7085715718728056,0.6644182124789207,0.2,0.3074522044479126,0.6466724172251344,8564,4728,597,1182,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed303,303,6,0.02,10.0,1400,1.0,Default,199,65.55131045798771,1398,validation,max_recall_precision_ge_0.20
0.5,0.2367821278765772,0.6809355623904902,0.03363914373088685,0.5913978494623656,0.06365740740740741,0.8908821149177232,13155,38,1580,55,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed303,303,6,0.02,10.0,1400,1.0,Default,199,65.55131045798771,1398,test,default_0.5
0.14738143389461375,0.2367821278765772,0.6809355623904902,0.41162079510703364,0.22101806239737273,0.2876068376068376,0.7751551119503641,10821,2372,962,673,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed303,303,6,0.02,10.0,1400,1.0,Default,199,65.55131045798771,1398,test,best_f1
0.07918342565820721,0.2367821278765772,0.6809355623904902,0.7963302752293578,0.1484775915155662,0.2502883506343714,0.4739681683301861,5726,7467,333,1302,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed303,303,6,0.02,10.0,1400,1.0,Default,199,65.55131045798771,1398,test,best_f2
0.052683388082938674,0.2367821278765772,0.6809355623904902,0.9614678899082569,0.12,0.21336952833389888,0.21830321014297274,1665,11528,63,1572,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed303,303,6,0.02,10.0,1400,1.0,Default,199,65.55131045798771,1398,test,max_recall_precision_ge_0.12
0.08121191324463571,0.2367821278765772,0.6809355623904902,0.7779816513761468,0.15,0.2515076618882847,0.4894119233881845,5985,7208,363,1272,history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_seed303,303,6,0.02,10.0,1400,1.0,Default,199,65.55131045798771,1398,test,max_recall_precision_ge_0.15
