threshold,pr_auc,roc_auc,recall,precision,f1,accuracy,tn,fp,fn,tp,experiment_type,feature_config,model_name,n_columns,fit_seconds,best_iteration,split,threshold_strategy
0.5,0.2838906249679415,0.7097421060938148,0.10848791455874086,0.4923469387755102,0.17779824965453708,0.8815606130980028,13093,199,1586,193,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d5_lr0015_l220_cw025,199,83.76079866697546,2098,validation,default_0.5
0.25783805909866575,0.2838906249679415,0.7097421060938148,0.4406970207982012,0.27071823204419887,0.33540106951871657,0.7938424789330503,11180,2112,995,784,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d5_lr0015_l220_cw025,199,83.76079866697546,2098,validation,best_f1
0.17585737974507373,0.2838906249679415,0.7097421060938148,0.7054525014052838,0.18966298927006195,0.2989518818484993,0.6094486099130781,7930,5362,524,1255,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d5_lr0015_l220_cw025,199,83.76079866697546,2098,validation,best_f2
0.06934897901235482,0.2838906249679415,0.7097421060938148,0.9943788645306352,0.12000542704022793,0.21416464891041162,0.13861057660407405,320,12972,10,1769,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d5_lr0015_l220_cw025,199,83.76079866697546,2098,validation,max_recall_precision_ge_0.12
0.1254300823485482,0.2838906249679415,0.7097421060938148,0.8740865654862282,0.1500096469226317,0.25607245780156446,0.4005042797425519,4481,8811,224,1555,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d5_lr0015_l220_cw025,199,83.76079866697546,2098,validation,max_recall_precision_ge_0.15
0.18807080986038527,0.2838906249679415,0.7097421060938148,0.6571107363687465,0.2,0.30666316894018886,0.6492601685355982,8616,4676,610,1169,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d5_lr0015_l220_cw025,199,83.76079866697546,2098,validation,max_recall_precision_ge_0.20
0.5,0.238066050675339,0.6831225714869181,0.08440366972477065,0.4394904458598726,0.14161108260646485,0.8871729161046669,13017,176,1497,138,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d5_lr0015_l220_cw025,199,83.76079866697546,2098,test,default_0.5
0.2616358747636588,0.238066050675339,0.6831225714869181,0.3834862385321101,0.23687193048734417,0.2928538066324148,0.7957917453466415,11173,2020,1008,627,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d5_lr0015_l220_cw025,199,83.76079866697546,2098,test,best_f1
0.14387398457200506,0.238066050675339,0.6831225714869181,0.782262996941896,0.15089664936290703,0.2529917911185837,0.4906258429997302,5996,7197,356,1279,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d5_lr0015_l220_cw025,199,83.76079866697546,2098,test,best_f2
0.09179412706009167,0.238066050675339,0.6831225714869181,0.963914373088685,0.1200030457625828,0.2134344528710726,0.2166172106824926,1636,11557,59,1576,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d5_lr0015_l220_cw025,199,83.76079866697546,2098,test,max_recall_precision_ge_0.12
0.14306681741801278,0.238066050675339,0.6831225714869181,0.7834862385321101,0.15,0.2517936117936118,0.48657944429457783,5934,7259,354,1281,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d5_lr0015_l220_cw025,199,83.76079866697546,2098,test,max_recall_precision_ge_0.15
0.2220265969625666,0.238066050675339,0.6831225714869181,0.4850152905198777,0.2,0.2832142857142857,0.7292959266253035,10021,3172,842,793,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d5_lr0015_l220_cw025,199,83.76079866697546,2098,test,max_recall_precision_ge_0.20
0.5,0.28360368917397377,0.7098113341916433,0.05002810567734682,0.5393939393939394,0.09156378600823045,0.8828213124543826,13216,76,1690,89,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw015,199,89.71851070795674,1874,validation,default_0.5
0.17477326933443058,0.28360368917397377,0.7098113341916433,0.4362001124227094,0.2741080890144825,0.3366594360086768,0.797093756220556,11237,2055,1003,776,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw015,199,89.71851070795674,1874,validation,best_f1
0.10828666458885665,0.28360368917397377,0.7098113341916433,0.7346824058459809,0.1827460850111857,0.29268838875825776,0.5808506403025678,7447,5845,472,1307,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw015,199,89.71851070795674,1874,validation,best_f2
0.04537521123228486,0.28360368917397377,0.7098113341916433,0.9960652051714446,0.12000541785182176,0.21420368691447567,0.13734987724769424,298,12994,7,1772,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw015,199,89.71851070795674,1874,validation,max_recall_precision_ge_0.12
0.08037427309070516,0.28360368917397377,0.7098113341916433,0.8684654300168634,0.15,0.25581587879791373,0.40355649923694514,4537,8755,234,1545,patient_history_tuning,history_tuned_indicator_cat_interactions,HistoryTuneCat_d6_lr0015_l210_cw015,199,89.71851070795674,1874,validation,max_recall_precision_ge_0.15
