threshold,pr_auc,roc_auc,recall,precision,f1,accuracy,tn,fp,fn,tp,split,experiment_type,feature_config,model_name,row_order_seed,model_seed,negative_ratio,bootstrap_type,bagging_temperature,subsample,boosting_type,random_strength,l2_leaf_reg,train_subset_rows,n_columns,fit_seconds,best_iteration,status,error,threshold_strategy
0.14246873153464942,0.2741316051742656,0.7068146075769116,0.45868465430016864,0.2545227698066126,0.32738214643931796,0.777519739897817,10902,2390,963,816,validation,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp2,202,202,-1.0,Bayesian,2.0,,Default,1.0,10.0,69444,199,77.86534141702577,1490,ok,,best_f1
0.0975125116674379,0.2741316051742656,0.7068146075769116,0.7144463181562676,0.18818477938999112,0.29790226180710183,0.6024815871541371,7809,5483,508,1271,validation,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp2,202,202,-1.0,Bayesian,2.0,,Default,1.0,10.0,69444,199,77.86534141702577,1490,ok,,best_f2
0.04152439939036517,0.2741316051742656,0.7068146075769116,0.9960652051714446,0.12000541785182176,0.21420368691447567,0.13734987724769424,298,12994,7,1772,validation,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp2,202,202,-1.0,Bayesian,2.0,,Default,1.0,10.0,69444,199,77.86534141702577,1490,ok,,max_recall_precision_ge_0.12
0.07152294191176249,0.2741316051742656,0.7068146075769116,0.8555368184373243,0.1500098561009265,0.2552620545073375,0.41072257978899873,4668,8624,257,1522,validation,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp2,202,202,-1.0,Bayesian,2.0,,Default,1.0,10.0,69444,199,77.86534141702577,1490,ok,,max_recall_precision_ge_0.15
0.10651087374393585,0.2741316051742656,0.7068146075769116,0.654300168634064,0.2,0.30635609948677456,0.6502554575011612,8636,4656,615,1164,validation,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp2,202,202,-1.0,Bayesian,2.0,,Default,1.0,10.0,69444,199,77.86534141702577,1490,ok,,max_recall_precision_ge_0.20
0.5,0.22913345537555704,0.6784166193220341,0.020795107033639144,0.5074626865671642,0.0399529964747356,0.8898030752630159,13160,33,1601,34,test,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp2,202,202,-1.0,Bayesian,2.0,,Default,1.0,10.0,69444,199,77.86534141702577,1490,ok,,default_0.5
0.12376772736900934,0.22913345537555704,0.6784166193220341,0.5033639143730887,0.1981699975921021,0.2843814789219074,0.720663609387645,9863,3330,812,823,test,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp2,202,202,-1.0,Bayesian,2.0,,Default,1.0,10.0,69444,199,77.86534141702577,1490,ok,,best_f1
0.07732501173037573,0.22913345537555704,0.6784166193220341,0.8012232415902141,0.14702581369248036,0.24845898530109056,0.4655381710277853,5593,7600,325,1310,test,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp2,202,202,-1.0,Bayesian,2.0,,Default,1.0,10.0,69444,199,77.86534141702577,1490,ok,,best_f2
0.052885603509508425,0.22913345537555704,0.6784166193220341,0.9657492354740062,0.1200030399756802,0.21347934834043128,0.21533585109252765,1614,11579,56,1579,test,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp2,202,202,-1.0,Bayesian,2.0,,Default,1.0,10.0,69444,199,77.86534141702577,1490,ok,,max_recall_precision_ge_0.12
0.08124989200654764,0.22913345537555704,0.6784166193220341,0.7688073394495413,0.15,0.2510234648027958,0.494132721877529,6070,7123,378,1257,test,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp2,202,202,-1.0,Bayesian,2.0,,Default,1.0,10.0,69444,199,77.86534141702577,1490,ok,,max_recall_precision_ge_0.15
0.12647491336699723,0.22913345537555704,0.6784166193220341,0.4850152905198777,0.2,0.2832142857142857,0.7292959266253035,10021,3172,842,793,test,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp2,202,202,-1.0,Bayesian,2.0,,Default,1.0,10.0,69444,199,77.86534141702577,1490,ok,,max_recall_precision_ge_0.20
0.5,0.26576610640903325,0.7036516827798552,0.01911186059584036,0.53125,0.03689636462289745,0.8822241390750448,13262,30,1745,34,validation,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp5,202,202,-1.0,Bayesian,5.0,,Default,1.0,10.0,69444,199,77.45902029192075,1439,ok,,default_0.5
0.15065634958688445,0.26576610640903325,0.7036516827798552,0.419336706014615,0.26276858048608664,0.3230835859679515,0.7925817795766704,11199,2093,1033,746,validation,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp5,202,202,-1.0,Bayesian,5.0,,Default,1.0,10.0,69444,199,77.45902029192075,1439,ok,,best_f1
0.09727285018158248,0.26576610640903325,0.7036516827798552,0.7138842046093311,0.18397798058815007,0.29255931812946323,0.5924623449008029,7659,5633,509,1270,validation,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp5,202,202,-1.0,Bayesian,5.0,,Default,1.0,10.0,69444,199,77.45902029192075,1439,ok,,best_f2
0.04168864142297358,0.26576610640903325,0.7036516827798552,0.9966273187183811,0.12,0.21420804639362087,0.13688540906376484,290,13002,6,1773,validation,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp5,202,202,-1.0,Bayesian,5.0,,Default,1.0,10.0,69444,199,77.45902029192075,1439,ok,,max_recall_precision_ge_0.12
0.07289943400835353,0.26576610640903325,0.7036516827798552,0.8673412029229904,0.150009721952168,0.255781185246581,0.40422002521398714,4549,8743,236,1543,validation,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp5,202,202,-1.0,Bayesian,5.0,,Default,1.0,10.0,69444,199,77.45902029192075,1439,ok,,max_recall_precision_ge_0.15
0.10756295873083842,0.26576610640903325,0.7036516827798552,0.6447442383361439,0.2,0.30529677934522226,0.6536394399840754,8704,4588,632,1147,validation,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp5,202,202,-1.0,Bayesian,5.0,,Default,1.0,10.0,69444,199,77.45902029192075,1439,ok,,max_recall_precision_ge_0.20
0.5,0.22417213109558565,0.6768255151524845,0.011009174311926606,0.6206896551724138,0.021634615384615384,0.8902077151335311,13182,11,1617,18,test,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp5,202,202,-1.0,Bayesian,5.0,,Default,1.0,10.0,69444,199,77.45902029192075,1439,ok,,default_0.5
0.1319661723701461,0.22417213109558565,0.6768255151524845,0.45871559633027525,0.2071251035625518,0.2853881278538813,0.7466954410574589,10322,2871,885,750,test,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp5,202,202,-1.0,Bayesian,5.0,,Default,1.0,10.0,69444,199,77.45902029192075,1439,ok,,best_f1
0.0764185343456012,0.22417213109558565,0.6768255151524845,0.8256880733944955,0.14467902689958204,0.24621557541491884,0.44254113838683573,5212,7981,285,1350,test,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp5,202,202,-1.0,Bayesian,5.0,,Default,1.0,10.0,69444,199,77.45902029192075,1439,ok,,best_f2
0.05491542559643644,0.22417213109558565,0.6768255151524845,0.9571865443425076,0.12000613449888813,0.21327337149086945,0.22133800917183707,1717,11476,70,1565,test,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp5,202,202,-1.0,Bayesian,5.0,,Default,1.0,10.0,69444,199,77.45902029192075,1439,ok,,max_recall_precision_ge_0.12
0.0823478612435388,0.22417213109558565,0.6768255151524845,0.7798165137614679,0.15,0.25160335471139617,0.48846776369031564,5968,7225,360,1275,test,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp5,202,202,-1.0,Bayesian,5.0,,Default,1.0,10.0,69444,199,77.45902029192075,1439,ok,,max_recall_precision_ge_0.15
0.1278722350360252,0.22417213109558565,0.6768255151524845,0.4795107033639144,0.2,0.28226822682268227,0.7311168060426221,10057,3136,851,784,test,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bayesian_temp5,202,202,-1.0,Bayesian,5.0,,Default,1.0,10.0,69444,199,77.45902029192075,1439,ok,,max_recall_precision_ge_0.20
0.5,0.27914983533411525,0.7083675667757231,0.03934794828555368,0.56,0.07352941176470588,0.882954017649791,13237,55,1709,70,validation,history_catboost_bootstrap_search,history_bootstrap_indicator_cat_interactions,BootstrapCat_full_bernoulli_sub0.66,202,202,-1.0,Bernoulli,,0.66,Default,1.0,10.0,69444,199,65.36264537496027,1490,ok,,default_0.5
