threshold,pr_auc,roc_auc,recall,precision,f1,accuracy,tn,fp,fn,tp,experiment_type,feature_config,model_name,trial_number,negative_ratio,row_order_seed,model_seed,iterations,learning_rate,depth,l2_leaf_reg,random_strength,border_count,bootstrap_type,bagging_temperature,subsample,class_weight_mode,pos_weight_multiplier,n_columns,train_subset_rows,fit_seconds,best_iteration,objective,split,threshold_strategy
0.3609620321544972,0.23450747825504697,0.6830005996600459,0.3339449541284404,0.25301204819277107,0.2878987608752966,0.8178446182897221,11581,1612,1089,546,history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial003,3,8.002856173035067,37,149,1100,0.030229198632524934,6,7.791409580038064,0.5271167005720473,254,Bayesian,0.6375574713552131,,sqrt,,199,69444,36.644517082953826,591,validation_pr_auc,test,best_f1
0.20896495454962924,0.23450747825504697,0.6830005996600459,0.7480122324159021,0.15744078269824924,0.2601297458258003,0.5308200701375776,6648,6545,412,1223,history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial003,3,8.002856173035067,37,149,1100,0.030229198632524934,6,7.791409580038064,0.5271167005720473,254,Bayesian,0.6375574713552131,,sqrt,,199,69444,36.644517082953826,591,validation_pr_auc,test,best_f2
0.12817319525971027,0.23450747825504697,0.6830005996600459,0.9663608562691132,0.12000607625702567,0.21349908789946626,0.21493121122201242,1607,11586,55,1580,history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial003,3,8.002856173035067,37,149,1100,0.030229198632524934,6,7.791409580038064,0.5271167005720473,254,Bayesian,0.6375574713552131,,sqrt,,199,69444,36.644517082953826,591,validation_pr_auc,test,max_recall_precision_ge_0.12
0.19556152702835727,0.23450747825504697,0.6830005996600459,0.7828746177370031,0.1500058596038908,0.25177025963808025,0.48691664418667385,5940,7253,355,1280,history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial003,3,8.002856173035067,37,149,1100,0.030229198632524934,6,7.791409580038064,0.5271167005720473,254,Bayesian,0.6375574713552131,,sqrt,,199,69444,36.644517082953826,591,validation_pr_auc,test,max_recall_precision_ge_0.15
0.29423678972519723,0.23450747825504697,0.6830005996600459,0.4837920489296636,0.2,0.28300536672629695,0.7297005664958187,10029,3164,844,791,history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial003,3,8.002856173035067,37,149,1100,0.030229198632524934,6,7.791409580038064,0.5271167005720473,254,Bayesian,0.6375574713552131,,sqrt,,199,69444,36.644517082953826,591,validation_pr_auc,test,max_recall_precision_ge_0.20
0.5,0.2796397585458148,0.7081260507911794,0.1703204047217538,0.4100135317997294,0.24066719618745036,0.8731338331895694,12856,436,1476,303,history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial004,4,7.69499912892957,313,107,1100,0.015315997753766925,6,20.790887376789588,2.121461166512687,128,Default,,,sqrt,,199,68690,46.594828541972674,1089,validation_pr_auc,validation,default_0.5
0.3332035140989047,0.2796397585458148,0.7081260507911794,0.4406970207982012,0.2661235573659199,0.33185185185185184,0.7905248490478403,11130,2162,995,784,history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial004,4,7.69499912892957,313,107,1100,0.015315997753766925,6,20.790887376789588,2.121461166512687,128,Default,,,sqrt,,199,68690,46.594828541972674,1089,validation_pr_auc,validation,best_f1
0.2352527440876481,0.2796397585458148,0.7081260507911794,0.7228780213603148,0.1882869692532943,0.29875711464746196,0.5994293676597439,7748,5544,493,1286,history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial004,4,7.69499912892957,313,107,1100,0.015315997753766925,6,20.790887376789588,2.121461166512687,128,Default,,,sqrt,,199,68690,46.594828541972674,1089,validation_pr_auc,validation,best_f2
0.10374663057222897,0.2796397585458148,0.7081260507911794,0.9949409780775716,0.12,0.21416903623933692,0.13814610842014466,312,12980,9,1770,history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial004,4,7.69499912892957,313,107,1100,0.015315997753766925,6,20.790887376789588,2.121461166512687,128,Default,,,sqrt,,199,68690,46.594828541972674,1089,validation_pr_auc,validation,max_recall_precision_ge_0.12
0.17543287309903585,0.2796397585458148,0.7081260507911794,0.865654862282181,0.15000974089226574,0.2557077625570776,0.40514896158184593,4566,8726,239,1540,history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial004,4,7.69499912892957,313,107,1100,0.015315997753766925,6,20.790887376789588,2.121461166512687,128,Default,,,sqrt,,199,68690,46.594828541972674,1089,validation_pr_auc,validation,max_recall_precision_ge_0.15
0.25633184505474493,0.2796397585458148,0.7081260507911794,0.6503653738055087,0.2,0.3059227921734532,0.6516488620529494,8664,4628,622,1157,history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial004,4,7.69499912892957,313,107,1100,0.015315997753766925,6,20.790887376789588,2.121461166512687,128,Default,,,sqrt,,199,68690,46.594828541972674,1089,validation_pr_auc,validation,max_recall_precision_ge_0.20
0.5,0.2329399388600043,0.6801785118649011,0.13761467889908258,0.35657686212361334,0.19858781994704325,0.8775289991907202,12787,406,1410,225,history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial004,4,7.69499912892957,313,107,1100,0.015315997753766925,6,20.790887376789588,2.121461166512687,128,Default,,,sqrt,,199,68690,46.594828541972674,1089,validation_pr_auc,test,default_0.5
