threshold,pr_auc,roc_auc,recall,precision,f1,accuracy,tn,fp,fn,tp,split,experiment_type,ensemble_name,member_key,feature_config,model_name,n_members,fit_seconds,best_iteration,threshold_strategy
0.5,0.27019660564894743,0.7004720535853388,0.1045531197301855,0.4547677261613692,0.170018281535649,0.8795036825691726,13069,223,1593,186,validation,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,default_0.5
0.29927565421015445,0.27019660564894743,0.7004720535853388,0.38673412029229903,0.27575150300601203,0.3219466541881142,0.807710171853228,11485,1807,1091,688,validation,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,best_f1
0.1867344187158891,0.27019660564894743,0.7004720535853388,0.7358066329398538,0.17570469798657717,0.2836710369487485,0.561342976577533,7151,6141,470,1309,validation,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,best_f2
0.0755423132872844,0.27019660564894743,0.7004720535853388,0.9943788645306352,0.12000542704022793,0.21416464891041162,0.13861057660407405,320,12972,10,1769,validation,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,max_recall_precision_ge_0.12
0.14602407333048598,0.27019660564894743,0.7004720535853388,0.8695896571107363,0.15000484824978183,0.2558716506781343,0.4029593258576073,4526,8766,232,1547,validation,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,max_recall_precision_ge_0.15
0.2191093707988144,0.27019660564894743,0.7004720535853388,0.6149522203485104,0.2,0.30183473582563114,0.6641895030190432,8916,4376,685,1094,validation,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,max_recall_precision_ge_0.20
0.5,0.2303534337864484,0.6792122873055423,0.07767584097859327,0.38484848484848483,0.1292620865139949,0.884610196924737,12990,203,1508,127,test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,default_0.5
0.2731707604857522,0.2303534337864484,0.6792122873055423,0.41162079510703364,0.2175881021661817,0.2846869712351946,0.7719179929862422,10773,2420,962,673,test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,best_f1
0.16407787138676877,0.2303534337864484,0.6792122873055423,0.7981651376146789,0.15142724530053378,0.2545596410806593,0.4845562449420016,5880,7313,330,1305,test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,best_f2
0.10555558057846098,0.2303534337864484,0.6792122873055423,0.9596330275229358,0.12,0.21332426920462272,0.2195845697329377,1687,11506,66,1569,test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,max_recall_precision_ge_0.12
0.16277552165109754,0.2303534337864484,0.6792122873055423,0.8,0.15,0.25263157894736843,0.47808200701375775,5781,7412,327,1308,test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,max_recall_precision_ge_0.15
0.25263604500804554,0.2303534337864484,0.6792122873055423,0.4709480122324159,0.2,0.28076572470373745,0.7339492851362287,10113,3080,865,770,test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,max_recall_precision_ge_0.20
0.5,0.26986251478872103,0.7004908090290694,0.7374929735806633,0.17382087970323265,0.2813337621957757,0.5552385375887466,7056,6236,467,1312,validation,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,default_0.5
0.7954128237453829,0.26986251478872103,0.7004908090290694,0.43844856661045534,0.2549852893102321,0.3224472922695329,0.782496184725632,11013,2279,999,780,validation,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,best_f1
0.5218410634109659,0.26986251478872103,0.7004908090290694,0.7240022484541877,0.1783686470018003,0.2862222222222222,0.5737509123482184,7359,5933,491,1288,validation,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,best_f2
0.022803176077676773,0.26986251478872103,0.7004908090290694,0.9943788645306352,0.12000542704022793,0.21416464891041162,0.13861057660407405,320,12972,10,1769,validation,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,max_recall_precision_ge_0.12
0.31732023975405305,0.26986251478872103,0.7004908090290694,0.8690275435637999,0.1500097030855812,0.2558543649151841,0.4032910888461283,4532,8760,233,1546,validation,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,max_recall_precision_ge_0.15
0.636277176918143,0.26986251478872103,0.7004908090290694,0.6149522203485104,0.2,0.30183473582563114,0.6641895030190432,8916,4376,685,1094,validation,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,max_recall_precision_ge_0.20
0.5,0.22991653229662262,0.6791416122580063,0.7137614678899082,0.1575962187711006,0.2581858407079646,0.5477475047207985,6955,6238,468,1167,test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,default_0.5
0.7899469472169768,0.22991653229662262,0.6791416122580063,0.41162079510703364,0.2170967741935484,0.2842661034846885,0.7714459131373078,10766,2427,962,673,test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,best_f1
0.41970146569553096,0.22991653229662262,0.6791416122580063,0.7975535168195719,0.1513814720222893,0.2544638501317202,0.48469112489884003,5883,7310,331,1304,test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,best_f2
0.11948116176602823,0.22991653229662262,0.6791416122580063,0.9596330275229358,0.12,0.21332426920462272,0.2195845697329377,1687,11506,66,1569,test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,max_recall_precision_ge_0.12
0.4125753079759014,0.22991653229662262,0.6791416122580063,0.8006116207951071,0.150011460004584,0.2526783129041598,0.4778122471000809,5776,7417,326,1309,test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,max_recall_precision_ge_0.15
0.7439304019422713,0.22991653229662262,0.6791416122580063,0.4636085626911315,0.2,0.2794470046082949,0.7363771243593202,10161,3032,877,758,test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,max_recall_precision_ge_0.20
0.5,0.2698873791805262,0.7000685260902388,0.10511523327712198,0.44844124700239807,0.1703096539162113,0.8791055669829474,13062,230,1592,187,validation,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,default_0.5
0.29264263347736574,0.2698873791805262,0.7000685260902388,0.4024732996065205,0.26947685359427925,0.32281334535617673,0.8006767964965829,11351,1941,1063,716,validation,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,best_f1
0.19072428160560964,0.2698873791805262,0.7000685260902388,0.7217537942664418,0.1789547038327526,0.286799195890105,0.576272311060978,7401,5891,495,1284,validation,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,best_f2
0.07575651922869722,0.2698873791805262,0.7000685260902388,0.9938167509836987,0.12000271499355189,0.21414728682170542,0.13900869219029924,327,12965,11,1768,validation,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,max_recall_precision_ge_0.12
0.14656474397896752,0.2698873791805262,0.7000685260902388,0.8662169758291175,0.1500048671274214,0.25572519083969464,0.40481719859332493,4560,8732,238,1541,validation,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,max_recall_precision_ge_0.15
0.21724492919475566,0.2698873791805262,0.7000685260902388,0.62619449128724,0.2,0.30317049938767177,0.6602083471567912,8836,4456,665,1114,validation,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,max_recall_precision_ge_0.20
0.5,0.23104885525490243,0.6793318020792696,0.0782874617737003,0.3878787878787879,0.13027989821882952,0.8847450768815754,12991,202,1507,128,test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,default_0.5
0.2676592665886685,0.23104885525490243,0.6793318020792696,0.42813455657492355,0.212636695018226,0.2841485691089913,0.7621391961154572,10601,2592,935,700,test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,best_f1
0.16296625518324606,0.23104885525490243,0.6793318020792696,0.7975535168195719,0.15014392630972942,0.2527131782945736,0.47990288643107637,5812,7381,331,1304,test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,best_f2
0.10454377205210803,0.23104885525490243,0.6793318020792696,0.962079510703364,0.12000305157155935,0.21338940514142304,0.21789857027245751,1658,11535,62,1573,test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,max_recall_precision_ge_0.12
0.16282230403857542,0.23104885525490243,0.6793318020792696,0.7981651376146789,0.15,0.2525399129172714,0.4790261667116267,5798,7395,330,1305,test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,max_recall_precision_ge_0.15
0.25441356826036127,0.23104885525490243,0.6793318020792696,0.46116207951070337,0.2,0.2790009250693802,0.7371864041003506,10177,3016,881,754,test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,3,0.0,,max_recall_precision_ge_0.20
0.5,0.2698291885619744,0.7001424060455879,0.7380550871275998,0.17397641446932555,0.28157838301522625,0.5554375953818592,7058,6234,466,1313,validation,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,default_0.5
0.8269524251874462,0.2698291885619744,0.7001424060455879,0.3962900505902192,0.2710495963091119,0.3219178082191781,0.8029327848185256,11396,1896,1074,705,validation,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,best_f1
0.5245836374494061,0.2698291885619744,0.7001424060455879,0.7223159078133783,0.17926897321428573,0.2872471219403152,0.5768694844403158,7409,5883,494,1285,validation,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,best_f2
0.023975405303784312,0.2698291885619744,0.7001424060455879,0.9938167509836987,0.12000271499355189,0.21414728682170542,0.13900869219029924,327,12965,11,1768,validation,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,max_recall_precision_ge_0.12
0.32059363457412693,0.2698291885619744,0.7001424060455879,0.865654862282181,0.15000974089226574,0.2557077625570776,0.40514896158184593,4566,8726,239,1540,validation,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,max_recall_precision_ge_0.15
0.6288678035078407,0.2698291885619744,0.7001424060455879,0.62619449128724,0.2,0.30317049938767177,0.6602083471567912,8836,4456,665,1114,validation,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,max_recall_precision_ge_0.20
0.5,0.23059376574219148,0.6792536631533125,0.7113149847094801,0.15695006747638326,0.25715865118850195,0.5468707850013488,6946,6247,472,1163,test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,default_0.5
0.7776503911518748,0.23059376574219148,0.6792536631533125,0.42752293577981654,0.2125912408759124,0.28397318708104813,0.7622740760722957,10604,2589,936,699,test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,best_f1
0.41646434673140903,0.23059376574219148,0.6792536631533125,0.7963302752293578,0.15046804576447476,0.2531104199066874,0.4817912058268141,5842,7351,333,1302,test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,best_f2
0.11743548242064562,0.23059376574219148,0.6792536631533125,0.9614678899082569,0.12,0.21336952833389888,0.21830321014297274,1665,11528,63,1572,test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,max_recall_precision_ge_0.12
0.41374426760183436,0.23059376574219148,0.6792536631533125,0.7987767584097859,0.1500114863312658,0.2525867904457983,0.47875640679794984,5793,7400,329,1306,test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,max_recall_precision_ge_0.15
0.7460660012588796,0.23059376574219148,0.6792536631533125,0.4599388379204893,0.2,0.2787766450417053,0.737591043970866,10185,3008,883,752,test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr002_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr002_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,3,0.0,,max_recall_precision_ge_0.20
