threshold,pr_auc,roc_auc,recall,precision,f1,accuracy,tn,fp,fn,tp,experiment_type,ensemble_name,member_key,feature_config,model_name,row_order_seed,model_seed,random_strength,l2_leaf_reg,n_members,train_subset_rows,n_columns,fit_seconds,best_iteration,split,threshold_strategy
0.106849686909373,0.28342040024400506,0.7096231031205169,0.6700393479482856,0.2,0.30805013567644396,0.6446818392940084,8524,4768,587,1192,history_catboost_order_sensitivity_member,,OrderCat_same_seed_41,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_41,41,41,1.0,10.0,1,69444.0,199,60.49428204202559,1166.0,validation,max_recall_precision_ge_0.20
0.5,0.23691688616422435,0.6807881392017961,0.03241590214067278,0.5824175824175825,0.06141367323290846,0.8907472349608848,13155,38,1582,53,history_catboost_order_sensitivity_member,,OrderCat_same_seed_41,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_41,41,41,1.0,10.0,1,69444.0,199,60.49428204202559,1166.0,test,default_0.5
0.13949936504743765,0.23691688616422435,0.6807881392017961,0.4434250764525994,0.21437019515079833,0.28901734104046245,0.759441596978689,10536,2657,910,725,history_catboost_order_sensitivity_member,,OrderCat_same_seed_41,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_41,41,41,1.0,10.0,1,69444.0,199,60.49428204202559,1166.0,test,best_f1
0.09017599345588045,0.23691688616422435,0.6807881392017961,0.72782874617737,0.15990325181402848,0.26220116778671365,0.5483544645265713,6941,6252,445,1190,history_catboost_order_sensitivity_member,,OrderCat_same_seed_41,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_41,41,41,1.0,10.0,1,69444.0,199,60.49428204202559,1166.0,test,best_f2
0.053558879920475276,0.23691688616422435,0.6807881392017961,0.962691131498471,0.12000609942055505,0.21340926038912617,0.21749393040194226,1651,11542,61,1574,history_catboost_order_sensitivity_member,,OrderCat_same_seed_41,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_41,41,41,1.0,10.0,1,69444.0,199,60.49428204202559,1166.0,test,max_recall_precision_ge_0.12
0.08212396371966382,0.23691688616422435,0.6807881392017961,0.7694189602446483,0.1500119246362986,0.2510727472308153,0.49386296196385215,6065,7128,377,1258,history_catboost_order_sensitivity_member,,OrderCat_same_seed_41,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_41,41,41,1.0,10.0,1,69444.0,199,60.49428204202559,1166.0,test,max_recall_precision_ge_0.15
0.12762857062068553,0.23691688616422435,0.6807881392017961,0.4954128440366973,0.2,0.2849604221635884,0.7258564877259239,9953,3240,825,810,history_catboost_order_sensitivity_member,,OrderCat_same_seed_41,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_41,41,41,1.0,10.0,1,69444.0,199,60.49428204202559,1166.0,test,max_recall_precision_ge_0.20
0.5,0.28283149895155074,0.7081117146120933,0.044969083754918496,0.5925925925925926,0.08359456635318704,0.883617543626833,13237,55,1699,80,history_catboost_order_sensitivity_member,,OrderCat_same_seed_53,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_53,53,53,1.0,10.0,1,69444.0,199,57.81002970796544,1116.0,validation,default_0.5
0.15577219274382667,0.28283149895155074,0.7081117146120933,0.418212478920742,0.2748429996305874,0.33169861792242533,0.801074912082808,11329,1963,1035,744,history_catboost_order_sensitivity_member,,OrderCat_same_seed_53,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_53,53,53,1.0,10.0,1,69444.0,199,57.81002970796544,1116.0,validation,best_f1
0.09462253652816585,0.28283149895155074,0.7081117146120933,0.7369308600337268,0.18226053107187543,0.29224253232278197,0.5786610045783293,7410,5882,468,1311,history_catboost_order_sensitivity_member,,OrderCat_same_seed_53,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_53,53,53,1.0,10.0,1,69444.0,199,57.81002970796544,1116.0,validation,best_f2
0.04345447713148525,0.28283149895155074,0.7081117146120933,0.9955030916245081,0.12000271039436237,0.2141863699582754,0.13774799283391945,305,12987,8,1771,history_catboost_order_sensitivity_member,,OrderCat_same_seed_53,history_order_sensitivity_indicator_cat_interactions,OrderCat_same_seed_53,53,53,1.0,10.0,1,69444.0,199,57.81002970796544,1116.0,validation,max_recall_precision_ge_0.12
