experiment_type,ensemble_name,member_key,feature_config,model_name,negative_ratio,seed,n_members,train_subset_rows,n_columns,fit_seconds,best_iteration,split,threshold_strategy,top_fraction,n_flagged,positives_captured,precision_at_k,recall_at_k,base_rate,lift
history_balanced_bagging_ensemble,rank_average_ratio_4_8members,BagCat_d6_lr002_neg4_seed101|BagCat_d5_lr002_neg4_seed101|BagCat_d6_lr002_neg4_seed202|BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg4_seed303|BagCat_d5_lr002_neg4_seed303|BagCat_d6_lr002_neg4_seed404|BagCat_d5_lr002_neg4_seed404,history_bagging_indicator_cat_interactions,rank_average,4.0,-1,8,,199,0.0,,test,ranking,0.05,742,248,0.33423180592991913,0.15168195718654434,0.1102643647154033,3.0311860662561716
history_balanced_bagging_ensemble,rank_average_ratio_4_8members,BagCat_d6_lr002_neg4_seed101|BagCat_d5_lr002_neg4_seed101|BagCat_d6_lr002_neg4_seed202|BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg4_seed303|BagCat_d5_lr002_neg4_seed303|BagCat_d6_lr002_neg4_seed404|BagCat_d5_lr002_neg4_seed404,history_bagging_indicator_cat_interactions,rank_average,4.0,-1,8,,199,0.0,,test,ranking,0.1,1483,409,0.27579231287929873,0.25015290519877675,0.1102643647154033,2.5011916913603924
history_balanced_bagging_ensemble,rank_average_ratio_4_8members,BagCat_d6_lr002_neg4_seed101|BagCat_d5_lr002_neg4_seed101|BagCat_d6_lr002_neg4_seed202|BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg4_seed303|BagCat_d5_lr002_neg4_seed303|BagCat_d6_lr002_neg4_seed404|BagCat_d5_lr002_neg4_seed404,history_bagging_indicator_cat_interactions,rank_average,4.0,-1,8,,199,0.0,,test,ranking,0.2,2966,654,0.22049898853674982,0.4,0.1102643647154033,1.9997302764666216
history_balanced_bagging_ensemble,score_average_ratio_8_8members,BagCat_d6_lr002_neg8_seed101|BagCat_d5_lr002_neg8_seed101|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed404|BagCat_d5_lr002_neg8_seed404,history_bagging_indicator_cat_interactions,score_average,8.0,-1,8,,199,0.0,,test,ranking,0.01,149,80,0.5369127516778524,0.04892966360856269,0.1102643647154033,4.869322496562198
history_balanced_bagging_ensemble,score_average_ratio_8_8members,BagCat_d6_lr002_neg8_seed101|BagCat_d5_lr002_neg8_seed101|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed404|BagCat_d5_lr002_neg8_seed404,history_bagging_indicator_cat_interactions,score_average,8.0,-1,8,,199,0.0,,test,ranking,0.05,742,251,0.33827493261455527,0.15351681957186544,0.1102643647154033,3.067853639638303
history_balanced_bagging_ensemble,score_average_ratio_8_8members,BagCat_d6_lr002_neg8_seed101|BagCat_d5_lr002_neg8_seed101|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed404|BagCat_d5_lr002_neg8_seed404,history_bagging_indicator_cat_interactions,score_average,8.0,-1,8,,199,0.0,,test,ranking,0.1,1483,411,0.27714093054619016,0.25137614678899084,0.1102643647154033,2.5134224575773136
history_balanced_bagging_ensemble,score_average_ratio_8_8members,BagCat_d6_lr002_neg8_seed101|BagCat_d5_lr002_neg8_seed101|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed404|BagCat_d5_lr002_neg8_seed404,history_bagging_indicator_cat_interactions,score_average,8.0,-1,8,,199,0.0,,test,ranking,0.2,2966,656,0.22117329737019556,0.40122324159021405,0.1102643647154033,2.0058456595750824
history_balanced_bagging_ensemble,rank_average_ratio_8_8members,BagCat_d6_lr002_neg8_seed101|BagCat_d5_lr002_neg8_seed101|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed404|BagCat_d5_lr002_neg8_seed404,history_bagging_indicator_cat_interactions,rank_average,8.0,-1,8,,199,0.0,,test,ranking,0.01,149,79,0.5302013422818792,0.048318042813455656,0.1102643647154033,4.808455965355171
history_balanced_bagging_ensemble,rank_average_ratio_8_8members,BagCat_d6_lr002_neg8_seed101|BagCat_d5_lr002_neg8_seed101|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed404|BagCat_d5_lr002_neg8_seed404,history_bagging_indicator_cat_interactions,rank_average,8.0,-1,8,,199,0.0,,test,ranking,0.05,742,252,0.33962264150943394,0.15412844036697249,0.1102643647154033,3.080076164099013
history_balanced_bagging_ensemble,rank_average_ratio_8_8members,BagCat_d6_lr002_neg8_seed101|BagCat_d5_lr002_neg8_seed101|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed404|BagCat_d5_lr002_neg8_seed404,history_bagging_indicator_cat_interactions,rank_average,8.0,-1,8,,199,0.0,,test,ranking,0.1,1483,410,0.27646662171274444,0.25076452599388377,0.1102643647154033,2.507307074468853
history_balanced_bagging_ensemble,rank_average_ratio_8_8members,BagCat_d6_lr002_neg8_seed101|BagCat_d5_lr002_neg8_seed101|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed404|BagCat_d5_lr002_neg8_seed404,history_bagging_indicator_cat_interactions,rank_average,8.0,-1,8,,199,0.0,,test,ranking,0.2,2966,658,0.22184760620364127,0.40244648318042814,0.1102643647154033,2.011961042683543
history_balanced_bagging_ensemble,score_average_top3_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202,history_bagging_indicator_cat_interactions,score_average,-1.0,-1,3,,199,0.0,,test,ranking,0.01,149,77,0.5167785234899329,0.04709480122324159,0.1102643647154033,4.686722902941116
history_balanced_bagging_ensemble,score_average_top3_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202,history_bagging_indicator_cat_interactions,score_average,-1.0,-1,3,,199,0.0,,test,ranking,0.05,742,253,0.34097035040431267,0.1547400611620795,0.1102643647154033,3.0922986885597235
history_balanced_bagging_ensemble,score_average_top3_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202,history_bagging_indicator_cat_interactions,score_average,-1.0,-1,3,,199,0.0,,test,ranking,0.1,1483,411,0.27714093054619016,0.25137614678899084,0.1102643647154033,2.5134224575773136
history_balanced_bagging_ensemble,score_average_top3_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202,history_bagging_indicator_cat_interactions,score_average,-1.0,-1,3,,199,0.0,,test,ranking,0.2,2966,652,0.2198246797033041,0.39877675840978594,0.1102643647154033,1.993614893358161
history_balanced_bagging_ensemble,rank_average_top3_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202,history_bagging_indicator_cat_interactions,rank_average,-1.0,-1,3,,199,0.0,,test,ranking,0.01,149,79,0.5302013422818792,0.048318042813455656,0.1102643647154033,4.808455965355171
history_balanced_bagging_ensemble,rank_average_top3_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202,history_bagging_indicator_cat_interactions,rank_average,-1.0,-1,3,,199,0.0,,test,ranking,0.05,742,252,0.33962264150943394,0.15412844036697249,0.1102643647154033,3.080076164099013
history_balanced_bagging_ensemble,rank_average_top3_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202,history_bagging_indicator_cat_interactions,rank_average,-1.0,-1,3,,199,0.0,,test,ranking,0.1,1483,411,0.27714093054619016,0.25137614678899084,0.1102643647154033,2.5134224575773136
history_balanced_bagging_ensemble,rank_average_top3_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202,history_bagging_indicator_cat_interactions,rank_average,-1.0,-1,3,,199,0.0,,test,ranking,0.2,2966,656,0.22117329737019556,0.40122324159021405,0.1102643647154033,2.0058456595750824
history_balanced_bagging_ensemble,score_average_top5_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg4_seed202,history_bagging_indicator_cat_interactions,score_average,-1.0,-1,5,,199,0.0,,test,ranking,0.01,149,77,0.5167785234899329,0.04709480122324159,0.1102643647154033,4.686722902941116
history_balanced_bagging_ensemble,score_average_top5_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg4_seed202,history_bagging_indicator_cat_interactions,score_average,-1.0,-1,5,,199,0.0,,test,ranking,0.05,742,255,0.3436657681940701,0.1559633027522936,0.1102643647154033,3.116743737481144
history_balanced_bagging_ensemble,score_average_top5_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg4_seed202,history_bagging_indicator_cat_interactions,score_average,-1.0,-1,5,,199,0.0,,test,ranking,0.1,1483,413,0.2784895482130816,0.25259938837920487,0.1102643647154033,2.5256532237942344
history_balanced_bagging_ensemble,score_average_top5_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg4_seed202,history_bagging_indicator_cat_interactions,score_average,-1.0,-1,5,,199,0.0,,test,ranking,0.2,2966,655,0.2208361429534727,0.40061162079510704,0.1102643647154033,2.002787968020852
history_balanced_bagging_ensemble,rank_average_top5_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg4_seed202,history_bagging_indicator_cat_interactions,rank_average,-1.0,-1,5,,199,0.0,,test,ranking,0.01,149,76,0.5100671140939598,0.046483180428134555,0.1102643647154033,4.625856371734089
history_balanced_bagging_ensemble,rank_average_top5_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg4_seed202,history_bagging_indicator_cat_interactions,rank_average,-1.0,-1,5,,199,0.0,,test,ranking,0.05,742,254,0.3423180592991914,0.15535168195718654,0.1102643647154033,3.1045212130204343
history_balanced_bagging_ensemble,rank_average_top5_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg4_seed202,history_bagging_indicator_cat_interactions,rank_average,-1.0,-1,5,,199,0.0,,test,ranking,0.1,1483,413,0.2784895482130816,0.25259938837920487,0.1102643647154033,2.5256532237942344
history_balanced_bagging_ensemble,rank_average_top5_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg4_seed202,history_bagging_indicator_cat_interactions,rank_average,-1.0,-1,5,,199,0.0,,test,ranking,0.2,2966,657,0.22151045178691842,0.4018348623853211,0.1102643647154033,2.008903351129313
history_balanced_bagging_ensemble,score_average_top8_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed101|BagCat_d6_lr002_neg8_seed404|BagCat_d6_lr002_neg4_seed303,history_bagging_indicator_cat_interactions,score_average,-1.0,-1,8,,199,0.0,,test,ranking,0.01,149,78,0.5234899328859061,0.047706422018348627,0.1102643647154033,4.747589434148144
history_balanced_bagging_ensemble,score_average_top8_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed101|BagCat_d6_lr002_neg8_seed404|BagCat_d6_lr002_neg4_seed303,history_bagging_indicator_cat_interactions,score_average,-1.0,-1,8,,199,0.0,,test,ranking,0.05,742,255,0.3436657681940701,0.1559633027522936,0.1102643647154033,3.116743737481144
history_balanced_bagging_ensemble,score_average_top8_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed101|BagCat_d6_lr002_neg8_seed404|BagCat_d6_lr002_neg4_seed303,history_bagging_indicator_cat_interactions,score_average,-1.0,-1,8,,199,0.0,,test,ranking,0.1,1483,411,0.27714093054619016,0.25137614678899084,0.1102643647154033,2.5134224575773136
history_balanced_bagging_ensemble,score_average_top8_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed101|BagCat_d6_lr002_neg8_seed404|BagCat_d6_lr002_neg4_seed303,history_bagging_indicator_cat_interactions,score_average,-1.0,-1,8,,199,0.0,,test,ranking,0.2,2966,658,0.22184760620364127,0.40244648318042814,0.1102643647154033,2.011961042683543
history_balanced_bagging_ensemble,rank_average_top8_validation_members,BagCat_d5_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed303|BagCat_d6_lr002_neg8_seed202|BagCat_d5_lr002_neg8_seed303|BagCat_d6_lr002_neg4_seed202|BagCat_d6_lr002_neg8_seed101|BagCat_d6_lr002_neg8_seed404|BagCat_d6_lr002_neg4_seed303,history_bagging_indicator_cat_interactions,rank_average,-1.0,-1,8,,199,0.0,,test,ranking,0.01,149,77,0.5167785234899329,0.04709480122324159,0.1102643647154033,4.686722902941116
