threshold,pr_auc,roc_auc,recall,precision,f1,accuracy,tn,fp,fn,tp,experiment_type,ensemble_name,member_key,feature_config,model_name,negative_ratio,seed,n_members,train_subset_rows,n_columns,fit_seconds,best_iteration,split,threshold_strategy
0.4480661029685073,0.27176245214007155,0.7066384713353385,0.7582911748173131,0.17334875353379595,0.2821880556427152,0.5446221219560746,6859,6433,430,1349,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed101,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed101,1.0,101,1,15800.0,199,16.917322083027102,1173.0,validation,best_f2
0.22673928125130785,0.27176245214007155,0.7066384713353385,0.9932546374367622,0.12,0.21412990790111489,0.13940680777652445,334,12958,12,1767,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed101,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed101,1.0,101,1,15800.0,199,16.917322083027102,1173.0,validation,max_recall_precision_ge_0.12
0.36635775796396625,0.27176245214007155,0.7066384713353385,0.8763350196739741,0.15000481093043394,0.256161682550115,0.39924358038617214,4458,8834,220,1559,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed101,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed101,1.0,101,1,15800.0,199,16.917322083027102,1173.0,validation,max_recall_precision_ge_0.15
0.5101143580951542,0.27176245214007155,0.7066384713353385,0.6441821247892074,0.2,0.30523371953655615,0.6538384977771879,8708,4584,633,1146,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed101,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed101,1.0,101,1,15800.0,199,16.917322083027102,1173.0,validation,max_recall_precision_ge_0.20
0.5,0.21945228183312612,0.6775595250099035,0.6195718654434251,0.17519889311656867,0.27315626263988135,0.6364310763420555,8424,4769,622,1013,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed101,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed101,1.0,101,1,15800.0,199,16.917322083027102,1173.0,test,default_0.5
0.5702628771388445,0.21945228183312612,0.6775595250099035,0.4581039755351682,0.2060522696011004,0.2842504743833017,0.7456164014027515,10307,2886,886,749,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed101,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed101,1.0,101,1,15800.0,199,16.917322083027102,1173.0,test,best_f1
0.4375121553196317,0.21945228183312612,0.6775595250099035,0.7406727828746177,0.15690593417983933,0.25895434619908053,0.532573509576477,6686,6507,424,1211,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed101,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed101,1.0,101,1,15800.0,199,16.917322083027102,1173.0,test,best_f2
0.28847048126833985,0.21945228183312612,0.6775595250099035,0.9596330275229358,0.12,0.21332426920462272,0.2195845697329377,1687,11506,66,1569,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed101,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed101,1.0,101,1,15800.0,199,16.917322083027102,1173.0,test,max_recall_precision_ge_0.12
0.41560470883375916,0.21945228183312612,0.6775595250099035,0.7712538226299694,0.15001189626457292,0.2511702021710985,0.4929188022659833,6048,7145,374,1261,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed101,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed101,1.0,101,1,15800.0,199,16.917322083027102,1173.0,test,max_recall_precision_ge_0.15
0.5589920661970881,0.21945228183312612,0.6775595250099035,0.48256880733944957,0.2,0.28279569892473116,0.7301052063663339,10037,3156,846,789,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed101,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed101,1.0,101,1,15800.0,199,16.917322083027102,1173.0,test,max_recall_precision_ge_0.20
0.5,0.27172119429769875,0.7080525091527411,0.642495784148398,0.19989506820566633,0.304921968787515,0.6542366133634132,8717,4575,636,1143,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed202,1.0,202,1,15800.0,199,20.616980500053614,1090.0,validation,default_0.5
0.610854238410306,0.27172119429769875,0.7080525091527411,0.419336706014615,0.27815063385533184,0.3344541582604797,0.8029991374162299,11356,1936,1033,746,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed202,1.0,202,1,15800.0,199,20.616980500053614,1090.0,validation,best_f1
0.43817904828066995,0.27172119429769875,0.7080525091527411,0.7661607644744238,0.17494544987806443,0.28484848484848485,0.5458828213124544,6864,6428,416,1363,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed202,1.0,202,1,15800.0,199,20.616980500053614,1090.0,validation,best_f2
0.21181962484047256,0.27172119429769875,0.7080525091527411,0.9949409780775716,0.12,0.21416903623933692,0.13814610842014466,312,12980,9,1770,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed202,1.0,202,1,15800.0,199,20.616980500053614,1090.0,validation,max_recall_precision_ge_0.12
0.3676441407650291,0.27172119429769875,0.7080525091527411,0.8673412029229904,0.150009721952168,0.255781185246581,0.40422002521398714,4549,8743,236,1543,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed202,1.0,202,1,15800.0,199,20.616980500053614,1090.0,validation,max_recall_precision_ge_0.15
0.49891954234406194,0.27172119429769875,0.7080525091527411,0.6458684654300169,0.2,0.3054226475279107,0.6532413243978502,8696,4596,630,1149,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed202,1.0,202,1,15800.0,199,20.616980500053614,1090.0,validation,max_recall_precision_ge_0.20
0.5,0.22349124415112948,0.6792024590929626,0.5914373088685015,0.17818315828266076,0.27386009629000285,0.654167790666307,8733,4460,668,967,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed202,1.0,202,1,15800.0,199,20.616980500053614,1090.0,test,default_0.5
0.5956770490031484,0.22349124415112948,0.6792024590929626,0.38470948012232414,0.22520587182241317,0.28410117434507676,0.7862152684111141,11029,2164,1006,629,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed202,1.0,202,1,15800.0,199,20.616980500053614,1090.0,test,best_f1
0.4165654123528584,0.22349124415112948,0.6792024590929626,0.7675840978593272,0.1530674472496646,0.2552369330892821,0.5060695980577287,6249,6944,380,1255,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed202,1.0,202,1,15800.0,199,20.616980500053614,1090.0,test,best_f2
0.28455104696512695,0.22349124415112948,0.6792024590929626,0.9541284403669725,0.12,0.21318756405876324,0.22342864850283248,1753,11440,75,1560,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed202,1.0,202,1,15800.0,199,20.616980500053614,1090.0,test,max_recall_precision_ge_0.12
0.40877084038764944,0.22349124415112948,0.6792024590929626,0.7761467889908257,0.15,0.2514115898959881,0.4903560830860534,6002,7191,366,1269,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed202,1.0,202,1,15800.0,199,20.616980500053614,1090.0,test,max_recall_precision_ge_0.15
0.5494353606219642,0.22349124415112948,0.6792024590929626,0.4813455657492355,0.2,0.28258527827648117,0.7305098462368492,10045,3148,848,787,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed202,1.0,202,1,15800.0,199,20.616980500053614,1090.0,test,max_recall_precision_ge_0.20
0.5,0.27446441414433287,0.7071546583616632,0.641371557054525,0.200809574093629,0.30585712370995843,0.6563598964899476,8751,4541,638,1141,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed202,1.0,202,1,15800.0,199,16.82865508296527,1194.0,validation,default_0.5
0.591508167208039,0.27446441414433287,0.7071546583616632,0.45531197301854975,0.26384364820846906,0.33408950299030726,0.7857474620131378,11032,2260,969,810,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed202,1.0,202,1,15800.0,199,16.82865508296527,1194.0,validation,best_f1
0.47147000630295477,0.27446441414433287,0.7071546583616632,0.7048903878583473,0.188855421686747,0.29789761254305736,0.6077897949704731,7906,5386,525,1254,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed202,1.0,202,1,15800.0,199,16.82865508296527,1194.0,validation,best_f2
0.21940206472640295,0.27446441414433287,0.7071546583616632,0.9955030916245081,0.12000271039436237,0.2141863699582754,0.13774799283391945,305,12987,8,1771,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed202,1.0,202,1,15800.0,199,16.82865508296527,1194.0,validation,max_recall_precision_ge_0.12
0.3700720394695196,0.27446441414433287,0.7071546583616632,0.8639685216413716,0.1500097599063049,0.2556340956340956,0.4060778979497047,4583,8709,242,1537,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed202,1.0,202,1,15800.0,199,16.82865508296527,1194.0,validation,max_recall_precision_ge_0.15
0.49714109974784815,0.27446441414433287,0.7071546583616632,0.6481169196177627,0.2,0.3056733828207847,0.6524450932253998,8680,4612,626,1153,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed202,1.0,202,1,15800.0,199,16.82865508296527,1194.0,validation,max_recall_precision_ge_0.20
0.5,0.22308486168673342,0.6795839977228216,0.5969418960244648,0.17823228634039445,0.27450428912951763,0.6520771513353115,8693,4500,659,976,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed202,1.0,202,1,15800.0,199,16.82865508296527,1194.0,test,default_0.5
0.5873486216675463,0.22308486168673342,0.6795839977228216,0.40428134556574924,0.2194555112881806,0.28448461372928774,0.775762071756137,10842,2351,974,661,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed202,1.0,202,1,15800.0,199,16.82865508296527,1194.0,test,best_f1
0.41443714539802856,0.22308486168673342,0.6795839977228216,0.7724770642201835,0.1535189011790446,0.2561346582843237,0.5052603183166982,6229,6964,372,1263,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed202,1.0,202,1,15800.0,199,16.82865508296527,1194.0,test,best_f2
0.2865753184402995,0.22308486168673342,0.6795839977228216,0.9577981651376147,0.12,0.21327885597548518,0.2208659293229026,1709,11484,69,1566,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed202,1.0,202,1,15800.0,199,16.82865508296527,1194.0,test,max_recall_precision_ge_0.12
0.4045529068472413,0.22308486168673342,0.6795839977228216,0.7865443425076453,0.15000583226408493,0.2519592476489028,0.48502832479093605,5906,7287,349,1286,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed202,1.0,202,1,15800.0,199,16.82865508296527,1194.0,test,max_recall_precision_ge_0.15
0.5537830840320238,0.22308486168673342,0.6795839977228216,0.4703363914373089,0.2,0.28065693430656935,0.7341516050714864,10117,3076,866,769,history_balanced_bagging_member,,BagCat_d5_lr002_neg1_seed202,history_bagging_indicator_cat_interactions,BagCat_d5_lr002_neg1_seed202,1.0,202,1,15800.0,199,16.82865508296527,1194.0,test,max_recall_precision_ge_0.20
0.5,0.26681881669713936,0.7053854723673743,0.643620011242271,0.19616241219804695,0.3006827731092437,0.6466060646274302,8600,4692,634,1145,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed303,1.0,303,1,15800.0,199,21.102131749968976,1197.0,validation,default_0.5
0.6096452832028324,0.26681881669713936,0.7053854723673743,0.41708825182686904,0.27655609392471114,0.33258628417749886,0.802401964036892,11351,1941,1037,742,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed303,1.0,303,1,15800.0,199,21.102131749968976,1197.0,validation,best_f1
0.43719982398100543,0.26681881669713936,0.7053854723673743,0.774592467678471,0.17229307326831708,0.28188605911833897,0.5341384115188109,6672,6620,401,1378,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed303,1.0,303,1,15800.0,199,21.102131749968976,1197.0,validation,best_f2
0.21780221791217988,0.26681881669713936,0.7053854723673743,0.9938167509836987,0.12000271499355189,0.21414728682170542,0.13900869219029924,327,12965,11,1768,history_balanced_bagging_member,,BagCat_d6_lr002_neg1_seed303,history_bagging_indicator_cat_interactions,BagCat_d6_lr002_neg1_seed303,1.0,303,1,15800.0,199,21.102131749968976,1197.0,validation,max_recall_precision_ge_0.12
