experiment_type,feature_config,model_name,trial_number,negative_ratio,row_order_seed,model_seed,iterations,learning_rate,depth,l2_leaf_reg,random_strength,border_count,bootstrap_type,bagging_temperature,subsample,class_weight_mode,pos_weight_multiplier,n_columns,train_subset_rows,fit_seconds,best_iteration,objective,split,threshold_strategy,top_fraction,n_flagged,positives_captured,precision_at_k,recall_at_k,base_rate,lift
history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial016,16,7.6938648477718,919,181,1700,0.018292049224903056,7,5.2919113356349445,0.5681139201579558,254,Default,,,custom,0.0827234875346271,199,68682,64.380328041967,1074,validation_pr_auc,test,ranking,0.01,149,79,0.5302013422818792,0.048318042813455656,0.1102643647154033,4.808455965355171
history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial016,16,7.6938648477718,919,181,1700,0.018292049224903056,7,5.2919113356349445,0.5681139201579558,254,Default,,,custom,0.0827234875346271,199,68682,64.380328041967,1074,validation_pr_auc,test,ranking,0.05,742,248,0.33423180592991913,0.15168195718654434,0.1102643647154033,3.0311860662561716
history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial016,16,7.6938648477718,919,181,1700,0.018292049224903056,7,5.2919113356349445,0.5681139201579558,254,Default,,,custom,0.0827234875346271,199,68682,64.380328041967,1074,validation_pr_auc,test,ranking,0.1,1483,414,0.2791638570465273,0.25321100917431194,0.1102643647154033,2.5317686069026952
history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial016,16,7.6938648477718,919,181,1700,0.018292049224903056,7,5.2919113356349445,0.5681139201579558,254,Default,,,custom,0.0827234875346271,199,68682,64.380328041967,1074,validation_pr_auc,test,ranking,0.2,2966,650,0.2191503708698584,0.39755351681957185,0.1102643647154033,1.9874995102497004
history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial017,17,7.5916773020915445,37,37,1700,0.02176523119607845,6,23.76240414307822,1.0518444973032306,254,Default,,,none,,199,67874,67.99329941696487,1393,validation_pr_auc,test,ranking,0.01,149,77,0.5167785234899329,0.04709480122324159,0.1102643647154033,4.686722902941116
history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial017,17,7.5916773020915445,37,37,1700,0.02176523119607845,6,23.76240414307822,1.0518444973032306,254,Default,,,none,,199,67874,67.99329941696487,1393,validation_pr_auc,test,ranking,0.05,742,251,0.33827493261455527,0.15351681957186544,0.1102643647154033,3.067853639638303
history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial017,17,7.5916773020915445,37,37,1700,0.02176523119607845,6,23.76240414307822,1.0518444973032306,254,Default,,,none,,199,67874,67.99329941696487,1393,validation_pr_auc,test,ranking,0.1,1483,416,0.2805124747134187,0.25443425076452597,0.1102643647154033,2.5439993731196164
history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial017,17,7.5916773020915445,37,37,1700,0.02176523119607845,6,23.76240414307822,1.0518444973032306,254,Default,,,none,,199,67874,67.99329941696487,1393,validation_pr_auc,test,ranking,0.2,2966,663,0.22353337828725556,0.4055045871559633,0.1102643647154033,2.0272495004546944
history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial018,18,7.424145496924194,37,404,1900,0.016411329206519467,5,7.176818537906683,0.5604768065632022,254,Default,,,none,,199,66551,42.417779625044204,1030,validation_pr_auc,test,ranking,0.01,149,75,0.5033557046979866,0.045871559633027525,0.1102643647154033,4.564989840527061
history_catboost_optuna,history_optuna_indicator_cat_interactions,OptunaCat_trial018,18,7.424145496924194,37,404,1900,0.016411329206519467,5,7.176818537906683,0.5604768065632022,254,Default,,,none,,199,66551,42.417779625044204,1030,validation_pr_auc,test,ranking,0.05,742,244,0.3288409703504043,0.1492354740061162,0.1102643647154033,2.9822959684133306
