experiment_type,feature_config,model_name,seed,depth,learning_rate,l2_leaf_reg,iterations,random_strength,bootstrap_type,n_columns,fit_seconds,best_iteration,split,threshold_strategy,top_fraction,n_flagged,positives_captured,precision_at_k,recall_at_k,base_rate,lift
history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d7_lr0012_l220_seed707,707,7,0.012,20.0,2200,1.0,Default,199,142.15184858301654,2190,test,ranking,0.1,1483,409,0.27579231287929873,0.25015290519877675,0.1102643647154033,2.5011916913603924
history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d7_lr0012_l220_seed707,707,7,0.012,20.0,2200,1.0,Default,199,142.15184858301654,2190,test,ranking,0.2,2966,659,0.22218476062036413,0.40305810397553515,0.1102643647154033,2.0150187342377732
history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_bayes_seed202,202,6,0.02,10.0,1600,2.0,Bayesian,199,82.718875582912,1557,test,ranking,0.01,149,75,0.5033557046979866,0.045871559633027525,0.1102643647154033,4.564989840527061
history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_bayes_seed202,202,6,0.02,10.0,1600,2.0,Bayesian,199,82.718875582912,1557,test,ranking,0.05,742,259,0.3490566037735849,0.1584097859327217,0.1102643647154033,3.1656338353239857
history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_bayes_seed202,202,6,0.02,10.0,1600,2.0,Bayesian,199,82.718875582912,1557,test,ranking,0.1,1483,398,0.2683749157113958,0.2434250764525994,0.1102643647154033,2.4339224771673256
history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_bayes_seed202,202,6,0.02,10.0,1600,2.0,Bayesian,199,82.718875582912,1557,test,ranking,0.2,2966,657,0.22151045178691842,0.4018348623853211,0.1102643647154033,2.008903351129313
history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_bayes_seed303,303,6,0.02,10.0,1600,2.0,Bayesian,199,82.4525556670269,1508,test,ranking,0.01,149,74,0.4966442953020134,0.04525993883792049,0.1102643647154033,4.5041233093200335
history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_bayes_seed303,303,6,0.02,10.0,1600,2.0,Bayesian,199,82.4525556670269,1508,test,ranking,0.05,742,253,0.34097035040431267,0.1547400611620795,0.1102643647154033,3.0922986885597235
history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_bayes_seed303,303,6,0.02,10.0,1600,2.0,Bayesian,199,82.4525556670269,1508,test,ranking,0.1,1483,406,0.2737693863789616,0.24831804281345565,0.1102643647154033,2.4828455420350104
history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_bayes_seed303,303,6,0.02,10.0,1600,2.0,Bayesian,199,82.4525556670269,1508,test,ranking,0.2,2966,650,0.2191503708698584,0.39755351681957185,0.1102643647154033,1.9874995102497004
history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_bayes_seed707,707,6,0.02,10.0,1600,2.0,Bayesian,199,81.86749420897104,1593,test,ranking,0.01,149,80,0.5369127516778524,0.04892966360856269,0.1102643647154033,4.869322496562198
history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_bayes_seed707,707,6,0.02,10.0,1600,2.0,Bayesian,199,81.86749420897104,1593,test,ranking,0.05,742,251,0.33827493261455527,0.15351681957186544,0.1102643647154033,3.067853639638303
history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_bayes_seed707,707,6,0.02,10.0,1600,2.0,Bayesian,199,81.86749420897104,1593,test,ranking,0.1,1483,412,0.27781523937963587,0.25198776758409785,0.1102643647154033,2.519537840685774
history_catboost_seed_sweep,history_seed_sweep_indicator_cat_interactions,SeedSweep_d6_lr002_l210_bayes_seed707,707,6,0.02,10.0,1600,2.0,Bayesian,199,81.86749420897104,1593,test,ranking,0.2,2966,652,0.2198246797033041,0.39877675840978594,0.1102643647154033,1.993614893358161
